Deck,Count,Share,Score,Win_Percentage,Deck_links
Butterfree Melmetal,2,0.00%,1 - 2 - 0,33.33%,/decks/butterfree-melmetal-a1?game=POCKET&format=standard&set=A1a
Nidoking Arbok,2,0.00%,2 - 4 - 0,33.33%,/decks/nidoking-arbok-a1?game=POCKET&format=standard&set=A1a
Greninja Exeggutor,2,0.00%,2 - 4 - 0,33.33%,/decks/greninja-a1-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Rapidash,2,0.00%,2 - 4 - 0,33.33%,/decks/aerodactyl-ex-rapidash-a1a?game=POCKET&format=standard&set=A1a
Blastoise ex Farfetch'd,2,0.00%,2 - 4 - 0,33.33%,/decks/blastoise-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Scolipede Mewtwo ex,2,0.00%,3 - 6 - 0,33.33%,/decks/scolipede-a1a-mewtwo-ex-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Pidgeot ex,2,0.00%,3 - 6 - 0,33.33%,/decks/aerodactyl-ex-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Rapidash,2,0.00%,2 - 3 - 1,33.33%,/decks/pidgeot-ex-rapidash-a1a?game=POCKET&format=standard&set=A1a
Alakazam Weezing,2,0.00%,2 - 3 - 1,33.33%,/decks/alakazam-a1-weezing-a1a?game=POCKET&format=standard&set=A1a
Blastoise Greninja,2,0.00%,3 - 6 - 0,33.33%,/decks/blastoise-greninja-a1?game=POCKET&format=standard&set=A1a
Celebi ex Vileplume,2,0.00%,2 - 4 - 0,33.33%,/decks/celebi-ex-a1a-vileplume-a1?game=POCKET&format=standard&set=A1a
Scolipede Salazzle,2,0.00%,2 - 4 - 0,33.33%,/decks/scolipede-salazzle-a1a?game=POCKET&format=standard&set=A1a
Mew ex Poliwrath,2,0.00%,3 - 6 - 0,33.33%,/decks/mew-ex-a1a-poliwrath-a1?game=POCKET&format=standard&set=A1a
Victreebel Lilligant,2,0.00%,4 - 4 - 5,30.77%,/decks/victreebel-lilligant-a1?game=POCKET&format=standard&set=A1a
Rapidash Salazzle,2,0.00%,3 - 7 - 0,30.00%,/decks/rapidash-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Ninetales Moltres ex,2,0.00%,3 - 7 - 0,30.00%,/decks/ninetales-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Primeape Marshadow,2,0.00%,2 - 5 - 0,28.57%,/decks/primeape-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Articuno ex Zapdos ex,2,0.00%,2 - 5 - 0,28.57%,/decks/articuno-ex-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Dragonite,2,0.00%,2 - 4 - 1,28.57%,/decks/gyarados-ex-a1a-dragonite-a1?game=POCKET&format=standard&set=A1a
Starmie ex Pidgeot,2,0.00%,2 - 5 - 0,28.57%,/decks/starmie-ex-pidgeot-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Wigglytuff ex,2,0.00%,2 - 5 - 0,28.57%,/decks/venusaur-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Victreebel,2,0.00%,2 - 5 - 0,28.57%,/decks/aerodactyl-ex-a1a-victreebel-a1?game=POCKET&format=standard&set=A1a
Greninja Blastoise,2,0.00%,2 - 5 - 0,28.57%,/decks/greninja-blastoise-a1?game=POCKET&format=standard&set=A1a
Kabutops Aerodactyl ex,2,0.00%,2 - 5 - 0,28.57%,/decks/kabutops-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Articuno ex Blastoise ex,2,0.00%,3 - 8 - 0,27.27%,/decks/articuno-ex-blastoise-ex-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Beedrill,2,0.00%,2 - 6 - 0,25.00%,/decks/wigglytuff-ex-beedrill-a1?game=POCKET&format=standard&set=A1a
Mew ex Scolipede,2,0.00%,1 - 3 - 0,25.00%,/decks/mew-ex-scolipede-a1a?game=POCKET&format=standard&set=A1a
Victreebel Aerodactyl ex,2,0.00%,2 - 6 - 0,25.00%,/decks/victreebel-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Mew ex Kangaskhan,2,0.00%,2 - 6 - 0,25.00%,/decks/mew-ex-a1a-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Dugtrio,2,0.00%,1 - 3 - 0,25.00%,/decks/wigglytuff-ex-dugtrio-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Beheeyem,2,0.00%,1 - 3 - 0,25.00%,/decks/wigglytuff-ex-a1-beheeyem-a1a?game=POCKET&format=standard&set=A1a
Dragonite Pidgeot,2,0.00%,2 - 7 - 0,22.22%,/decks/dragonite-pidgeot-a1?game=POCKET&format=standard&set=A1a
Golem Hitmonlee,2,0.00%,1 - 4 - 0,20.00%,/decks/golem-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Bisharp,2,0.00%,1 - 5 - 0,16.67%,/decks/pidgeot-ex-a1a-bisharp-a1?game=POCKET&format=standard&set=A1a
Gardevoir Mewtwo,2,0.00%,1 - 5 - 0,16.67%,/decks/gardevoir-mewtwo-a1?game=POCKET&format=standard&set=A1a
Greninja Primeape,2,0.00%,1 - 5 - 0,16.67%,/decks/greninja-a1-primeape-a1a?game=POCKET&format=standard&set=A1a
Exeggutor Druddigon,2,0.00%,1 - 4 - 1,16.67%,/decks/exeggutor-druddigon-a1a?game=POCKET&format=standard&set=A1a
Greninja Vaporeon,2,0.00%,1 - 7 - 0,12.50%,/decks/greninja-vaporeon-a1?game=POCKET&format=standard&set=A1a
Volcarona Moltres ex,2,0.00%,1 - 6 - 1,12.50%,/decks/volcarona-a1a-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados Butterfree,2,0.00%,0 - 2 - 0,0.00%,/decks/gyarados-butterfree-a1?game=POCKET&format=standard&set=A1a
Gengar ex Chatot,2,0.00%,0 - 4 - 0,0.00%,/decks/gengar-ex-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Salazzle,2,0.00%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-salazzle-a1a?game=POCKET&format=standard&set=A1a
Hypno Weezing,2,0.00%,0 - 4 - 0,0.00%,/decks/hypno-a1-weezing-a1a?game=POCKET&format=standard&set=A1a
Charizard ex Exeggutor ex,2,0.00%,0 - 3 - 0,0.00%,/decks/charizard-ex-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Omastar Mew ex,2,0.00%,0 - 5 - 0,0.00%,/decks/omastar-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Blastoise ex Gyarados,2,0.00%,0 - 5 - 0,0.00%,/decks/blastoise-ex-gyarados-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Wigglytuff ex,2,0.00%,0 - 3 - 0,0.00%,/decks/aerodactyl-ex-a1a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Victreebel Shiinotic,2,0.00%,0 - 2 - 0,0.00%,/decks/victreebel-a1-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Alakazam,2,0.00%,0 - 4 - 0,0.00%,/decks/wigglytuff-ex-alakazam-a1?game=POCKET&format=standard&set=A1a
Moltres ex Rapidash,2,0.00%,0 - 4 - 0,0.00%,/decks/moltres-ex-rapidash-a1?game=POCKET&format=standard&set=A1a
Mew ex Druddigon,2,0.00%,0 - 2 - 0,0.00%,/decks/mew-ex-druddigon-a1a?game=POCKET&format=standard&set=A1a
Kingler Seaking,2,0.00%,0 - 6 - 0,0.00%,/decks/kingler-seaking-a1?game=POCKET&format=standard&set=A1a
Alakazam Slurpuff,2,0.00%,0 - 3 - 0,0.00%,/decks/alakazam-a1-slurpuff-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Kabutops,2,0.00%,0 - 5 - 0,0.00%,/decks/wigglytuff-ex-kabutops-a1?game=POCKET&format=standard&set=A1a
Arbok Persian,2,0.00%,0 - 2 - 0,0.00%,/decks/arbok-persian-a1?game=POCKET&format=standard&set=A1a
Victreebel Chatot,2,0.00%,0 - 3 - 0,0.00%,/decks/victreebel-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Kingler,2,0.00%,0 - 6 - 0,0.00%,/decks/wigglytuff-ex-kingler-a1?game=POCKET&format=standard&set=A1a
Mewtwo ex Muk,2,0.00%,0 - 2 - 0,0.00%,/decks/mewtwo-ex-muk-a1?game=POCKET&format=standard&set=A1a
Celebi ex Aerodactyl ex,2,0.00%,0 - 1 - 0,0.00%,/decks/celebi-ex-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Weezing Kabutops,2,0.00%,0 - 2 - 1,0.00%,/decks/weezing-kabutops-a1?game=POCKET&format=standard&set=A1a
Greninja Jolteon,2,0.00%,0 - 4 - 0,0.00%,/decks/greninja-jolteon-a1?game=POCKET&format=standard&set=A1a
Mew ex Weezing,2,0.00%,0 - 5 - 0,0.00%,/decks/mew-ex-weezing-a1a?game=POCKET&format=standard&set=A1a
Greninja Weezing,1,0.00%,6 - 2 - 0,75.00%,/decks/greninja-a1-weezing-a1a?game=POCKET&format=standard&set=A1a
Primeape Sandslash,1,0.00%,6 - 2 - 0,75.00%,/decks/primeape-sandslash-a1?game=POCKET&format=standard&set=A1a
Mew ex Dugtrio,1,0.00%,3 - 1 - 0,75.00%,/decks/mew-ex-a1a-dugtrio-a1?game=POCKET&format=standard&set=A1a
Greninja Florges,1,0.00%,5 - 2 - 0,71.43%,/decks/greninja-a1-florges-a1a?game=POCKET&format=standard&set=A1a
Machamp Marshadow,1,0.00%,5 - 2 - 0,71.43%,/decks/machamp-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Vileplume Victreebel,1,0.00%,2 - 1 - 0,66.67%,/decks/vileplume-victreebel-a1?game=POCKET&format=standard&set=A1a
Charizard ex Moltres,1,0.00%,2 - 1 - 0,66.67%,/decks/charizard-ex-moltres-a1?game=POCKET&format=standard&set=A1a
Ninetales Arcanine,1,0.00%,4 - 2 - 0,66.67%,/decks/ninetales-arcanine-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Aerodactyl ex,1,0.00%,6 - 3 - 0,66.67%,/decks/gyarados-ex-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Greninja Marowak,1,0.00%,6 - 3 - 0,66.67%,/decks/greninja-marowak-a1?game=POCKET&format=standard&set=A1a
Arbok Farfetch'd,1,0.00%,2 - 1 - 0,66.67%,/decks/arbok-farfetchd-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Primeape,1,0.00%,2 - 1 - 0,66.67%,/decks/pidgeot-ex-a1a-primeape-a1?game=POCKET&format=standard&set=A1a
Celebi ex Greninja,1,0.00%,4 - 2 - 0,66.67%,/decks/celebi-ex-a1a-greninja-a1?game=POCKET&format=standard&set=A1a
Dragonite Lapras,1,0.00%,4 - 2 - 0,66.67%,/decks/dragonite-lapras-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Exeggutor ex,1,0.00%,4 - 1 - 1,66.67%,/decks/gyarados-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Golem Meowth,1,0.00%,4 - 2 - 0,66.67%,/decks/golem-a1a-meowth-a1?game=POCKET&format=standard&set=A1a
Nidoking Golbat,1,0.00%,2 - 1 - 0,66.67%,/decks/nidoking-golbat-a1?game=POCKET&format=standard&set=A1a
Marowak ex Hypno,1,0.00%,5 - 3 - 0,62.50%,/decks/marowak-ex-hypno-a1?game=POCKET&format=standard&set=A1a
Greninja Magmar,1,0.00%,5 - 3 - 0,62.50%,/decks/greninja-a1-magmar-a1a?game=POCKET&format=standard&set=A1a
Hitmonlee Hitmonchan,1,0.00%,5 - 3 - 0,62.50%,/decks/hitmonlee-hitmonchan-a1?game=POCKET&format=standard&set=A1a
Mew ex Exeggutor ex,1,0.00%,5 - 3 - 0,62.50%,/decks/mew-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot Bisharp,1,0.00%,3 - 2 - 0,60.00%,/decks/pidgeot-bisharp-a1?game=POCKET&format=standard&set=A1a
Arbok Nidoking,1,0.00%,6 - 4 - 0,60.00%,/decks/arbok-nidoking-a1?game=POCKET&format=standard&set=A1a
Starmie Vaporeon,1,0.00%,3 - 2 - 0,60.00%,/decks/starmie-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Venusaur ex Chatot,1,0.00%,3 - 2 - 0,60.00%,/decks/venusaur-ex-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Gengar ex Exeggutor ex,1,0.00%,3 - 2 - 0,60.00%,/decks/gengar-ex-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Arbok Aerodactyl ex,1,0.00%,6 - 4 - 0,60.00%,/decks/arbok-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Golem Tauros,1,0.00%,3 - 2 - 0,60.00%,/decks/golem-tauros-a1a?game=POCKET&format=standard&set=A1a
Lapras ex Blastoise,1,0.00%,3 - 2 - 0,60.00%,/decks/lapras-ex-p-a-blastoise-a1?game=POCKET&format=standard&set=A1a
Celebi ex Exeggutor,1,0.00%,6 - 4 - 0,60.00%,/decks/celebi-ex-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Tentacruel Rapidash,1,0.00%,4 - 3 - 0,57.14%,/decks/tentacruel-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Ninetales Golbat,1,0.00%,4 - 3 - 0,57.14%,/decks/ninetales-golbat-a1?game=POCKET&format=standard&set=A1a
Greninja Arcanine,1,0.00%,4 - 3 - 0,57.14%,/decks/greninja-arcanine-a1?game=POCKET&format=standard&set=A1a
Sandslash Dugtrio,1,0.00%,4 - 3 - 0,57.14%,/decks/sandslash-dugtrio-a1?game=POCKET&format=standard&set=A1a
Dragonite Gyarados ex,1,0.00%,4 - 3 - 0,57.14%,/decks/dragonite-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Dragonite Starmie ex,1,0.00%,4 - 3 - 0,57.14%,/decks/dragonite-starmie-ex-a1?game=POCKET&format=standard&set=A1a
Poliwrath Tentacruel,1,0.00%,4 - 3 - 0,57.14%,/decks/poliwrath-tentacruel-a1?game=POCKET&format=standard&set=A1a
Arcanine ex Arcanine,1,0.00%,4 - 3 - 0,57.14%,/decks/arcanine-ex-arcanine-a1?game=POCKET&format=standard&set=A1a
Weezing Tauros,1,0.00%,4 - 3 - 0,57.14%,/decks/weezing-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Golem Exeggutor,1,0.00%,4 - 3 - 0,57.14%,/decks/golem-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Fearow,1,0.00%,4 - 3 - 0,57.14%,/decks/pidgeot-ex-a1a-fearow-a1?game=POCKET&format=standard&set=A1a
Butterfree Lapras ex,1,0.00%,4 - 3 - 0,57.14%,/decks/butterfree-a1-lapras-ex-p-a?game=POCKET&format=standard&set=A1a
Alakazam Persian,1,0.00%,4 - 3 - 0,57.14%,/decks/alakazam-persian-a1?game=POCKET&format=standard&set=A1a
Dragonite Poliwrath,1,0.00%,4 - 3 - 0,57.14%,/decks/dragonite-poliwrath-a1?game=POCKET&format=standard&set=A1a
Exeggutor Celebi ex,1,0.00%,4 - 3 - 0,57.14%,/decks/exeggutor-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Dugtrio Hypno,1,0.00%,5 - 4 - 0,55.56%,/decks/dugtrio-hypno-a1?game=POCKET&format=standard&set=A1a
Dragonite Persian,1,0.00%,5 - 4 - 0,55.56%,/decks/dragonite-persian-a1?game=POCKET&format=standard&set=A1a
Arcanine ex Omastar,1,0.00%,1 - 1 - 0,50.00%,/decks/arcanine-ex-omastar-a1?game=POCKET&format=standard&set=A1a
Dragonite Aerodactyl,1,0.00%,3 - 3 - 0,50.00%,/decks/dragonite-aerodactyl-a1?game=POCKET&format=standard&set=A1a
Eelektross Raichu,1,0.00%,2 - 2 - 0,50.00%,/decks/eelektross-raichu-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Dragonite,1,0.00%,3 - 3 - 0,50.00%,/decks/zapdos-ex-dragonite-a1?game=POCKET&format=standard&set=A1a
Vaporeon Gyarados,1,0.00%,4 - 4 - 0,50.00%,/decks/vaporeon-a1a-gyarados-a1?game=POCKET&format=standard&set=A1a
Articuno ex Meowth,1,0.00%,5 - 5 - 0,50.00%,/decks/articuno-ex-meowth-a1?game=POCKET&format=standard&set=A1a
Mew ex Galvantula,1,0.00%,2 - 2 - 0,50.00%,/decks/mew-ex-galvantula-a1a?game=POCKET&format=standard&set=A1a
Golbat Hitmonlee,1,0.00%,3 - 3 - 0,50.00%,/decks/golbat-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Electrode Galvantula,1,0.00%,3 - 3 - 0,50.00%,/decks/electrode-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Florges Pidgeot ex,1,0.00%,1 - 1 - 0,50.00%,/decks/florges-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Charizard ex Greninja,1,0.00%,1 - 1 - 0,50.00%,/decks/charizard-ex-greninja-a1?game=POCKET&format=standard&set=A1a
Moltres ex Butterfree,1,0.00%,5 - 5 - 0,50.00%,/decks/moltres-ex-butterfree-a1?game=POCKET&format=standard&set=A1a
Greninja Alakazam,1,0.00%,3 - 3 - 0,50.00%,/decks/greninja-alakazam-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Arcanine ex,1,0.00%,1 - 1 - 0,50.00%,/decks/pidgeot-ex-a1a-arcanine-ex-a1?game=POCKET&format=standard&set=A1a
Mew ex Hypno,1,0.00%,3 - 3 - 0,50.00%,/decks/mew-ex-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Omastar Kangaskhan,1,0.00%,3 - 3 - 0,50.00%,/decks/omastar-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Vaporeon Drednaw,1,0.00%,2 - 2 - 0,50.00%,/decks/vaporeon-drednaw-a1a?game=POCKET&format=standard&set=A1a
Exeggutor ex Venomoth,1,0.00%,2 - 2 - 0,50.00%,/decks/exeggutor-ex-venomoth-a1?game=POCKET&format=standard&set=A1a
Tentacruel Articuno ex,1,0.00%,5 - 4 - 1,50.00%,/decks/tentacruel-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Charizard ex Volcarona,1,0.00%,2 - 2 - 0,50.00%,/decks/charizard-ex-a1-volcarona-a1a?game=POCKET&format=standard&set=A1a
Machamp Hitmonlee,1,0.00%,3 - 3 - 0,50.00%,/decks/machamp-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Golem Meowth,1,0.00%,3 - 2 - 1,50.00%,/decks/golem-meowth-a1?game=POCKET&format=standard&set=A1a
Gengar ex Farfetch'd,1,0.00%,3 - 3 - 0,50.00%,/decks/gengar-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Venusaur,1,0.00%,2 - 2 - 0,50.00%,/decks/exeggutor-ex-venusaur-a1?game=POCKET&format=standard&set=A1a
Jolteon,1,0.00%,2 - 2 - 0,50.00%,/decks/jolteon-a1?game=POCKET&format=standard&set=A1a
Greninja Marowak ex,1,0.00%,3 - 3 - 0,50.00%,/decks/greninja-marowak-ex-a1?game=POCKET&format=standard&set=A1a
Flareon Vaporeon,1,0.00%,2 - 2 - 0,50.00%,/decks/flareon-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Golem Weezing,1,0.00%,2 - 2 - 0,50.00%,/decks/golem-a1a-weezing-a1?game=POCKET&format=standard&set=A1a
Charizard ex Wigglytuff ex,1,0.00%,2 - 2 - 0,50.00%,/decks/charizard-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Golem Dugtrio,1,0.00%,4 - 4 - 0,50.00%,/decks/golem-dugtrio-a1?game=POCKET&format=standard&set=A1a
Jolteon Heliolisk,1,0.00%,1 - 1 - 0,50.00%,/decks/jolteon-heliolisk-a1?game=POCKET&format=standard&set=A1a
Dodrio Aerodactyl ex,1,0.00%,4 - 4 - 0,50.00%,/decks/dodrio-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Galvantula Zapdos ex,1,0.00%,3 - 3 - 0,50.00%,/decks/galvantula-a1a-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Tauros,1,0.00%,3 - 3 - 0,50.00%,/decks/wigglytuff-ex-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Arbok Pidgeot,1,0.00%,3 - 3 - 0,50.00%,/decks/arbok-pidgeot-a1?game=POCKET&format=standard&set=A1a
Mew ex Tauros,1,0.00%,2 - 2 - 0,50.00%,/decks/mew-ex-a1a-tauros-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Marowak,1,0.00%,3 - 3 - 0,50.00%,/decks/aerodactyl-ex-a1a-marowak-a1?game=POCKET&format=standard&set=A1a
Hypno Greninja,1,0.00%,4 - 4 - 0,50.00%,/decks/hypno-greninja-a1?game=POCKET&format=standard&set=A1a
Omastar Vaporeon,1,0.00%,1 - 1 - 0,50.00%,/decks/omastar-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Gyarados ex Kingler,1,0.00%,4 - 4 - 0,50.00%,/decks/gyarados-ex-a1a-kingler-a1?game=POCKET&format=standard&set=A1a
Primeape Tauros,1,0.00%,2 - 2 - 0,50.00%,/decks/primeape-tauros-a1a?game=POCKET&format=standard&set=A1a
Primeape Stonjourner,1,0.00%,1 - 1 - 0,50.00%,/decks/primeape-stonjourner-a1a?game=POCKET&format=standard&set=A1a
Gengar ex Golurk,1,0.00%,4 - 4 - 0,50.00%,/decks/gengar-ex-golurk-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Celebi ex,1,0.00%,3 - 3 - 0,50.00%,/decks/wigglytuff-ex-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Arcanine ex Butterfree,1,0.00%,1 - 1 - 0,50.00%,/decks/arcanine-ex-butterfree-a1?game=POCKET&format=standard&set=A1a
Greninja Ninetales,1,0.00%,5 - 5 - 0,50.00%,/decks/greninja-ninetales-a1?game=POCKET&format=standard&set=A1a
Starmie ex Rapidash,1,0.00%,3 - 3 - 0,50.00%,/decks/starmie-ex-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Exeggutor ex Florges,1,0.00%,1 - 1 - 0,50.00%,/decks/exeggutor-ex-a1-florges-a1a?game=POCKET&format=standard&set=A1a
Mew ex Serperior,1,0.00%,1 - 1 - 0,50.00%,/decks/mew-ex-serperior-a1a?game=POCKET&format=standard&set=A1a
Scolipede Pidgeot ex,1,0.00%,3 - 4 - 0,42.86%,/decks/scolipede-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Raichu Jolteon,1,0.00%,3 - 4 - 0,42.86%,/decks/raichu-a1a-jolteon-a1?game=POCKET&format=standard&set=A1a
Articuno ex Golduck,1,0.00%,3 - 4 - 0,42.86%,/decks/articuno-ex-golduck-a1?game=POCKET&format=standard&set=A1a
Gardevoir Wigglytuff ex,1,0.00%,3 - 4 - 0,42.86%,/decks/gardevoir-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Moltres ex Salazzle,1,0.00%,2 - 3 - 0,40.00%,/decks/moltres-ex-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Ditto,1,0.00%,2 - 3 - 0,40.00%,/decks/pidgeot-ditto-a1?game=POCKET&format=standard&set=A1a
Articuno ex Bruxish,1,0.00%,2 - 3 - 0,40.00%,/decks/articuno-ex-bruxish-a1?game=POCKET&format=standard&set=A1a
Greninja Persian,1,0.00%,2 - 3 - 0,40.00%,/decks/greninja-persian-a1?game=POCKET&format=standard&set=A1a
Fearow Druddigon,1,0.00%,2 - 3 - 0,40.00%,/decks/fearow-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Machamp ex Kangaskhan,1,0.00%,2 - 3 - 0,40.00%,/decks/machamp-ex-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Raichu Zapdos ex,1,0.00%,2 - 3 - 0,40.00%,/decks/raichu-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Starmie ex Exeggutor ex,1,0.00%,2 - 3 - 0,40.00%,/decks/starmie-ex-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Eevee,1,0.00%,2 - 3 - 0,40.00%,/decks/eevee-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Articuno ex,1,0.00%,2 - 3 - 0,40.00%,/decks/aerodactyl-ex-a1a-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Dragonite Weezing,1,0.00%,2 - 3 - 0,40.00%,/decks/dragonite-a1-weezing-a1a?game=POCKET&format=standard&set=A1a
Primeape Dugtrio,1,0.00%,2 - 3 - 0,40.00%,/decks/primeape-a1a-dugtrio-a1?game=POCKET&format=standard&set=A1a
Melmetal Fearow,1,0.00%,2 - 3 - 0,40.00%,/decks/melmetal-fearow-a1?game=POCKET&format=standard&set=A1a
Salazzle Centiskorch,1,0.00%,2 - 3 - 0,40.00%,/decks/salazzle-a1a-centiskorch-a1?game=POCKET&format=standard&set=A1a
Beedrill Exeggutor ex,1,0.00%,2 - 3 - 0,40.00%,/decks/beedrill-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex,1,0.00%,2 - 3 - 0,40.00%,/decks/exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Charizard ex,1,0.00%,2 - 3 - 0,40.00%,/decks/charizard-ex-a1?game=POCKET&format=standard&set=A1a
Golem Weezing,1,0.00%,2 - 3 - 0,40.00%,/decks/golem-weezing-a1?game=POCKET&format=standard&set=A1a
Pidgeot Zebstrika,1,0.00%,2 - 3 - 0,40.00%,/decks/pidgeot-zebstrika-a1?game=POCKET&format=standard&set=A1a
Blastoise Kangaskhan,1,0.00%,2 - 3 - 0,40.00%,/decks/blastoise-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Greninja Psyduck,1,0.00%,2 - 3 - 0,40.00%,/decks/greninja-psyduck-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Gardevoir,1,0.00%,2 - 3 - 0,40.00%,/decks/pidgeot-ex-a1a-gardevoir-a1?game=POCKET&format=standard&set=A1a
Primeape Rapidash,1,0.00%,2 - 3 - 0,40.00%,/decks/primeape-rapidash-a1a?game=POCKET&format=standard&set=A1a
Golem Wigglytuff ex,1,0.00%,2 - 3 - 0,40.00%,/decks/golem-a1a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Galvantula Pikachu ex,1,0.00%,4 - 6 - 0,40.00%,/decks/galvantula-a1a-pikachu-ex-a1?game=POCKET&format=standard&set=A1a
Alakazam Hitmonlee,1,0.00%,2 - 3 - 0,40.00%,/decks/alakazam-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Charizard ex Blastoise ex,1,0.00%,2 - 3 - 0,40.00%,/decks/charizard-ex-blastoise-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot Frosmoth,1,0.00%,2 - 3 - 0,40.00%,/decks/pidgeot-frosmoth-a1?game=POCKET&format=standard&set=A1a
Tentacruel Vaporeon,1,0.00%,2 - 3 - 0,40.00%,/decks/tentacruel-vaporeon-a1?game=POCKET&format=standard&set=A1a
Dragonite Pidgeot ex,1,0.00%,3 - 5 - 0,37.50%,/decks/dragonite-a1-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Poliwrath Dragonite,1,0.00%,3 - 5 - 0,37.50%,/decks/poliwrath-dragonite-a1?game=POCKET&format=standard&set=A1a
Gengar ex Golbat,1,0.00%,3 - 5 - 0,37.50%,/decks/gengar-ex-golbat-a1?game=POCKET&format=standard&set=A1a
