Deck,Count,Share,Score,Win_Percentage,Deck_links
Charizard ex Rapidash,1,0.01%,0 - 3 - 0,0.00%,/decks/charizard-ex-rapidash-a1?game=POCKET&format=standard&set=A2b
Tinkaton ex Mew ex,1,0.01%,0 - 1 - 0,0.00%,/decks/tinkaton-ex-a2b-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Togekiss,1,0.01%,0 - 1 - 0,0.00%,/decks/togekiss-a2?game=POCKET&format=standard&set=A2b
Giratina ex Tauros,1,0.01%,0 - 2 - 0,0.00%,/decks/giratina-ex-a2b-tauros-a1a?game=POCKET&format=standard&set=A2b
Mamoswine Chatot,1,0.01%,0 - 1 - 0,0.00%,/decks/mamoswine-chatot-a2?game=POCKET&format=standard&set=A2b
Charizard ex Arcanine ex,1,0.01%,0 - 1 - 0,0.00%,/decks/charizard-ex-arcanine-ex-a1?game=POCKET&format=standard&set=A2b
Palkia ex Greninja,1,0.01%,0 - 1 - 0,0.00%,/decks/palkia-ex-a2-greninja-a1?game=POCKET&format=standard&set=A2b
Celebi ex Chatot,1,0.01%,0 - 1 - 0,0.00%,/decks/celebi-ex-a1a-chatot-a2?game=POCKET&format=standard&set=A2b
Leafeon ex,1,0.01%,0 - 1 - 0,0.00%,/decks/leafeon-ex-a2a?game=POCKET&format=standard&set=A2b
Staraptor Skarmory,1,0.01%,0 - 2 - 0,0.00%,/decks/staraptor-a2a-skarmory-a2?game=POCKET&format=standard&set=A2b
Magnezone Chatot,1,0.01%,0 - 1 - 0,0.00%,/decks/magnezone-chatot-a2?game=POCKET&format=standard&set=A2b
Tyranitar Heatran,1,0.01%,0 - 2 - 0,0.00%,/decks/tyranitar-heatran-a2a?game=POCKET&format=standard&set=A2b
Ambipom Jigglypuff,1,0.01%,0 - 1 - 0,0.00%,/decks/ambipom-a2-jigglypuff-p-a?game=POCKET&format=standard&set=A2b
Giratina ex Gengar,1,0.01%,0 - 2 - 0,0.00%,/decks/giratina-ex-a2b-gengar-a1?game=POCKET&format=standard&set=A2b
Bibarel ex Staraptor,1,0.01%,0 - 1 - 0,0.00%,/decks/bibarel-ex-a2b-staraptor-a2a?game=POCKET&format=standard&set=A2b
Wigglytuff Regigigas,1,0.01%,0 - 1 - 0,0.00%,/decks/wigglytuff-a2b-regigigas-a2?game=POCKET&format=standard&set=A2b
Lickitung Regigigas,1,0.01%,0 - 1 - 0,0.00%,/decks/lickitung-a1-regigigas-a2?game=POCKET&format=standard&set=A2b
Greninja Omastar,1,0.01%,0 - 1 - 0,0.00%,/decks/greninja-omastar-a1?game=POCKET&format=standard&set=A2b
Darkrai ex Arbok,1,0.01%,0 - 1 - 0,0.00%,/decks/darkrai-ex-a2-arbok-a1?game=POCKET&format=standard&set=A2b
Magnezone,1,0.01%,0 - 2 - 0,0.00%,/decks/magnezone-a2a?game=POCKET&format=standard&set=A2b
Glaceon Origin Forme Palkia,1,0.01%,0 - 1 - 0,0.00%,/decks/glaceon-a2-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2b
Bastiodon Rotom,1,0.01%,0 - 1 - 0,0.00%,/decks/bastiodon-rotom-a2?game=POCKET&format=standard&set=A2b
Serperior Exeggutor ex,1,0.01%,0 - 3 - 0,0.00%,/decks/serperior-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A2b
Jolteon,1,0.01%,0 - 5 - 0,0.00%,/decks/jolteon-a1?game=POCKET&format=standard&set=A2b
Dialga ex Bibarel ex,1,0.01%,0 - 1 - 0,0.00%,/decks/dialga-ex-a2-bibarel-ex-a2b?game=POCKET&format=standard&set=A2b
Ninetales,1,0.01%,0 - 2 - 0,0.00%,/decks/ninetales-a1?game=POCKET&format=standard&set=A2b
Giratina ex Cresselia ex,1,0.01%,0 - 1 - 0,0.00%,/decks/giratina-ex-a2b-cresselia-ex-p-a?game=POCKET&format=standard&set=A2b
Weezing Grafaiai,1,0.01%,0 - 4 - 0,0.00%,/decks/weezing-a1a-grafaiai-a2b?game=POCKET&format=standard&set=A2b
Golurk Alakazam,1,0.01%,0 - 4 - 0,0.00%,/decks/golurk-alakazam-a1?game=POCKET&format=standard&set=A2b
Beedrill ex Leafeon,1,0.01%,0 - 2 - 0,0.00%,/decks/beedrill-ex-a2b-leafeon-a2?game=POCKET&format=standard&set=A2b
Staraptor Farfetch'd,1,0.01%,0 - 1 - 0,0.00%,/decks/staraptor-a2a-farfetchd-a1?game=POCKET&format=standard&set=A2b
Wigglytuff ex Lopunny,1,0.01%,0 - 1 - 0,0.00%,/decks/wigglytuff-ex-a1-lopunny-a2?game=POCKET&format=standard&set=A2b
Dialga ex Skarmory,1,0.01%,0 - 1 - 0,0.00%,/decks/dialga-ex-skarmory-a2?game=POCKET&format=standard&set=A2b
Pachirisu ex Electivire,1,0.01%,0 - 1 - 0,0.00%,/decks/pachirisu-ex-electivire-a2?game=POCKET&format=standard&set=A2b
Exeggutor ex Leafeon ex,1,0.01%,0 - 1 - 0,0.00%,/decks/exeggutor-ex-a1-leafeon-ex-a2a?game=POCKET&format=standard&set=A2b
Infernape ex Meowth,1,0.01%,0 - 1 - 0,0.00%,/decks/infernape-ex-a2-meowth-a1?game=POCKET&format=standard&set=A2b
Magnezone Probopass ex,1,0.01%,0 - 1 - 0,0.00%,/decks/magnezone-a2-probopass-ex-a2a?game=POCKET&format=standard&set=A2b
Arceus ex Rapidash,1,0.01%,0 - 3 - 0,0.00%,/decks/arceus-ex-a2a-rapidash-a1?game=POCKET&format=standard&set=A2b
Giratina ex Exeggutor ex,1,0.01%,0 - 2 - 0,0.00%,/decks/giratina-ex-a2b-exeggutor-ex-a1?game=POCKET&format=standard&set=A2b
Marowak ex Sudowoodo,1,0.01%,0 - 1 - 0,0.00%,/decks/marowak-ex-a1-sudowoodo-a2a?game=POCKET&format=standard&set=A2b
Zapdos ex Electivire,1,0.01%,0 - 1 - 0,0.00%,/decks/zapdos-ex-a1-electivire-a2?game=POCKET&format=standard&set=A2b
Beedrill ex Vespiquen,1,0.01%,0 - 1 - 0,0.00%,/decks/beedrill-ex-a2b-vespiquen-a2a?game=POCKET&format=standard&set=A2b
Dialga ex Pidgeot,1,0.01%,0 - 2 - 0,0.00%,/decks/dialga-ex-a2-pidgeot-a1?game=POCKET&format=standard&set=A2b
Pidgeot ex Snorlax,1,0.01%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a-snorlax-a2a?game=POCKET&format=standard&set=A2b
Venusaur ex Wigglytuff ex,1,0.01%,0 - 2 - 0,0.00%,/decks/venusaur-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A2b
Luxray,1,0.01%,0 - 1 - 0,0.00%,/decks/luxray-a2?game=POCKET&format=standard&set=A2b
Sudowoodo Rampardos,1,0.01%,0 - 1 - 0,0.00%,/decks/sudowoodo-a2a-rampardos-a2?game=POCKET&format=standard&set=A2b
Garchomp Hitmonlee,1,0.01%,0 - 1 - 0,0.00%,/decks/garchomp-a2-hitmonlee-a1?game=POCKET&format=standard&set=A2b
Garchomp Giratina ex,1,0.01%,0 - 1 - 0,0.00%,/decks/garchomp-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Alakazam Giratina,1,0.01%,0 - 1 - 0,0.00%,/decks/alakazam-a1-giratina-a2?game=POCKET&format=standard&set=A2b
Gengar,1,0.01%,0 - 2 - 0,0.00%,/decks/gengar-a2a?game=POCKET&format=standard&set=A2b
Magnezone Zapdos ex,1,0.01%,0 - 1 - 0,0.00%,/decks/magnezone-a2-zapdos-ex-a1?game=POCKET&format=standard&set=A2b
Giratina ex Regirock,1,0.01%,0 - 3 - 0,0.00%,/decks/giratina-ex-a2b-regirock-a2?game=POCKET&format=standard&set=A2b
Darkrai ex Scolipede,1,0.01%,0 - 1 - 0,0.00%,/decks/darkrai-ex-a2-scolipede-a1a?game=POCKET&format=standard&set=A2b
Wugtrio ex Blastoise ex,1,0.01%,0 - 2 - 0,0.00%,/decks/wugtrio-ex-a2b-blastoise-ex-a1?game=POCKET&format=standard&set=A2b
Meowscarada Exeggutor,1,0.01%,0 - 1 - 0,0.00%,/decks/meowscarada-a2b-exeggutor-a1?game=POCKET&format=standard&set=A2b
Leafeon ex Magnezone,1,0.01%,0 - 1 - 0,0.00%,/decks/leafeon-ex-a2a-magnezone-a2?game=POCKET&format=standard&set=A2b
Dusknoir Giratina ex,1,0.01%,0 - 5 - 0,0.00%,/decks/dusknoir-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Pikachu ex Zebstrika,1,0.01%,0 - 3 - 0,0.00%,/decks/pikachu-ex-a2b-zebstrika-a1?game=POCKET&format=standard&set=A2b
Charizard ex Glameow,1,0.01%,0 - 1 - 0,0.00%,/decks/charizard-ex-a2b-glameow-a2?game=POCKET&format=standard&set=A2b
Vaporeon Manaphy,1,0.01%,0 - 3 - 0,0.00%,/decks/vaporeon-a1a-manaphy-a2?game=POCKET&format=standard&set=A2b
Marowak ex Lucario ex,1,0.01%,0 - 2 - 0,0.00%,/decks/marowak-ex-a1-lucario-ex-a2b?game=POCKET&format=standard&set=A2b
Bellossom Scyther,1,0.01%,0 - 2 - 0,0.00%,/decks/bellossom-a2-scyther-a1?game=POCKET&format=standard&set=A2b
Pachirisu ex Magnezone,1,0.01%,0 - 1 - 0,0.00%,/decks/pachirisu-ex-magnezone-a2?game=POCKET&format=standard&set=A2b
Lucario Aerodactyl ex,1,0.01%,0 - 2 - 0,0.00%,/decks/lucario-a2-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2b
Articuno ex Manaphy,1,0.01%,0 - 2 - 0,0.00%,/decks/articuno-ex-a1-manaphy-a2?game=POCKET&format=standard&set=A2b
Exeggutor ex,1,0.01%,0 - 1 - 0,0.00%,/decks/exeggutor-ex-a1?game=POCKET&format=standard&set=A2b
Darkrai ex Snorlax,1,0.01%,0 - 1 - 0,0.00%,/decks/darkrai-ex-a2-snorlax-a2a?game=POCKET&format=standard&set=A2b
Weavile ex Giratina ex,1,0.01%,0 - 1 - 0,0.00%,/decks/weavile-ex-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Pidgeot ex Palkia ex,1,0.01%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A2b
Giratina ex Gardevoir,1,0.01%,0 - 1 - 0,0.00%,/decks/giratina-ex-a2b-gardevoir-a1?game=POCKET&format=standard&set=A2b
Yanmega ex Arceus ex,1,0.01%,0 - 2 - 0,0.00%,/decks/yanmega-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2b
Wigglytuff ex Arbok,1,0.01%,0 - 3 - 0,0.00%,/decks/wigglytuff-ex-arbok-a1?game=POCKET&format=standard&set=A2b
Venusaur ex Venusaur,1,0.01%,0 - 3 - 0,0.00%,/decks/venusaur-ex-venusaur-a1?game=POCKET&format=standard&set=A2b
Gallade ex Hitmonchan,1,0.01%,0 - 3 - 0,0.00%,/decks/gallade-ex-a2-hitmonchan-a1?game=POCKET&format=standard&set=A2b
Staraptor,1,0.01%,0 - 2 - 0,0.00%,/decks/staraptor-a2a?game=POCKET&format=standard&set=A2b
Tentacruel Hypno,1,0.01%,0 - 2 - 0,0.00%,/decks/tentacruel-hypno-a1?game=POCKET&format=standard&set=A2b
Charizard ex Arcanine ex,1,0.01%,0 - 1 - 0,0.00%,/decks/charizard-ex-a2b-arcanine-ex-a1?game=POCKET&format=standard&set=A2b
Gyarados ex Floatzel,1,0.01%,0 - 3 - 0,0.00%,/decks/gyarados-ex-a1a-floatzel-a2b?game=POCKET&format=standard&set=A2b
Moltres ex Flareon,1,0.01%,0 - 1 - 0,0.00%,/decks/moltres-ex-flareon-a1?game=POCKET&format=standard&set=A2b
Electivire Pikachu ex,1,0.01%,0 - 1 - 0,0.00%,/decks/electivire-a2-pikachu-ex-a1?game=POCKET&format=standard&set=A2b
Snorlax,1,0.01%,0 - 2 - 0,0.00%,/decks/snorlax-a2a?game=POCKET&format=standard&set=A2b
Magnezone Galvantula,1,0.01%,0 - 1 - 0,0.00%,/decks/magnezone-a2-galvantula-a1a?game=POCKET&format=standard&set=A2b
Charizard ex Ninetales,1,0.01%,0 - 2 - 0,0.00%,/decks/charizard-ex-a2b-ninetales-a1?game=POCKET&format=standard&set=A2b
Giratina ex Weezing,1,0.01%,0 - 1 - 0,0.00%,/decks/giratina-ex-a2b-weezing-a1?game=POCKET&format=standard&set=A2b
Glaceon ex Magnezone,1,0.01%,0 - 1 - 0,0.00%,/decks/glaceon-ex-a2a-magnezone-a2?game=POCKET&format=standard&set=A2b
Mismagius ex Giratina,1,0.01%,0 - 1 - 0,0.00%,/decks/mismagius-ex-giratina-a2?game=POCKET&format=standard&set=A2b
Gengar ex,1,0.01%,0 - 1 - 0,0.00%,/decks/gengar-ex-a1?game=POCKET&format=standard&set=A2b
Gengar ex Hypno,1,0.01%,0 - 1 - 0,0.00%,/decks/gengar-ex-hypno-a1?game=POCKET&format=standard&set=A2b
Gengar ex Wigglytuff,1,0.01%,0 - 1 - 0,0.00%,/decks/gengar-ex-a1-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Infernape ex Spiritomb,1,0.01%,0 - 1 - 0,0.00%,/decks/infernape-ex-spiritomb-a2?game=POCKET&format=standard&set=A2b
Starmie ex Floatzel,1,0.01%,0 - 2 - 0,0.00%,/decks/starmie-ex-a1-floatzel-a2b?game=POCKET&format=standard&set=A2b
Arbok Darkrai ex,1,0.01%,0 - 3 - 0,0.00%,/decks/arbok-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A2b
Crobat Darkrai ex,1,0.01%,0 - 3 - 0,0.00%,/decks/crobat-a2a-darkrai-ex-a2?game=POCKET&format=standard&set=A2b
Magnezone Magmortar,1,0.01%,0 - 2 - 0,0.00%,/decks/magnezone-a2-magmortar-a2b?game=POCKET&format=standard&set=A2b
Palkia ex Magnezone,1,0.01%,0 - 4 - 0,0.00%,/decks/palkia-ex-magnezone-a2?game=POCKET&format=standard&set=A2b
Leafeon ex Palkia ex,1,0.01%,0 - 1 - 0,0.00%,/decks/leafeon-ex-a2a-palkia-ex-a2?game=POCKET&format=standard&set=A2b
Blastoise ex Starmie ex,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-ex-starmie-ex-a1?game=POCKET&format=standard&set=A2b
Mew ex Starmie ex,1,0.01%,0 - 2 - 0,0.00%,/decks/mew-ex-a1a-starmie-ex-a1?game=POCKET&format=standard&set=A2b
Pikachu ex Electrode,1,0.01%,0 - 1 - 0,0.00%,/decks/pikachu-ex-electrode-a1?game=POCKET&format=standard&set=A2b
Golem Onix,1,0.01%,0 - 2 - 2,0.00%,/decks/golem-onix-a1?game=POCKET&format=standard&set=A2b
Omastar Floatzel,1,0.01%,0 - 1 - 0,0.00%,/decks/omastar-a1-floatzel-p-a?game=POCKET&format=standard&set=A2b
Arceus ex Magnezone,1,0.01%,0 - 1 - 0,0.00%,/decks/arceus-ex-magnezone-a2a?game=POCKET&format=standard&set=A2b
Slowbro Swoobat,1,0.01%,0 - 6 - 0,0.00%,/decks/slowbro-swoobat-a1?game=POCKET&format=standard&set=A2b
Beedrill ex Wigglytuff,1,0.01%,0 - 3 - 0,0.00%,/decks/beedrill-ex-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Golem Aerodactyl ex,1,0.01%,0 - 3 - 0,0.00%,/decks/golem-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2b
Pidgeot ex Giratina ex,1,0.01%,0 - 5 - 0,0.00%,/decks/pidgeot-ex-a1a-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Electivire Galvantula,1,0.01%,0 - 0 - 3,0.00%,/decks/electivire-a2-galvantula-a1a?game=POCKET&format=standard&set=A2b
Rampardos Flamigo,1,0.01%,0 - 2 - 0,0.00%,/decks/rampardos-a2-flamigo-a2b?game=POCKET&format=standard&set=A2b
Palkia ex Floatzel,1,0.01%,0 - 2 - 0,0.00%,/decks/palkia-ex-a2-floatzel-a2b?game=POCKET&format=standard&set=A2b
Paldean Clodsire ex Muk,1,0.01%,0 - 1 - 0,0.00%,/decks/paldean-clodsire-ex-a2b-muk-a1?game=POCKET&format=standard&set=A2b
Mismagius ex Togekiss,1,0.01%,0 - 3 - 0,0.00%,/decks/mismagius-ex-togekiss-a2?game=POCKET&format=standard&set=A2b
Melmetal Skarmory,1,0.01%,0 - 2 - 0,0.00%,/decks/melmetal-a1-skarmory-a2?game=POCKET&format=standard&set=A2b
Blastoise ex Gyarados ex,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-ex-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A2b
Pawmot Zapdos ex,1,0.01%,0 - 3 - 0,0.00%,/decks/pawmot-a2b-zapdos-ex-a1?game=POCKET&format=standard&set=A2b
Garchomp Glameow,1,0.01%,0 - 2 - 0,0.00%,/decks/garchomp-glameow-a2?game=POCKET&format=standard&set=A2b
Mew ex Butterfree,1,0.01%,0 - 3 - 0,0.00%,/decks/mew-ex-a1a-butterfree-a1?game=POCKET&format=standard&set=A2b
Marowak ex Machamp,1,0.01%,0 - 3 - 0,0.00%,/decks/marowak-ex-a1-machamp-a2b?game=POCKET&format=standard&set=A2b
Arceus ex Giratina ex,1,0.01%,0 - 0 - 1,0.00%,/decks/arceus-ex-a2a-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Venusaur ex Lilligant,1,0.01%,0 - 1 - 0,0.00%,/decks/venusaur-ex-lilligant-a1?game=POCKET&format=standard&set=A2b
Mew ex Palkia ex,1,0.01%,0 - 1 - 0,0.00%,/decks/mew-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A2b
Wugtrio ex Giratina ex,1,0.01%,0 - 2 - 0,0.00%,/decks/wugtrio-ex-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Pikachu ex Pawmot,1,0.01%,0 - 1 - 0,0.00%,/decks/pikachu-ex-a1-pawmot-a2b?game=POCKET&format=standard&set=A2b
Starmie ex Mew ex,1,0.01%,0 - 1 - 0,0.00%,/decks/starmie-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Blastoise ex Psyduck,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-ex-psyduck-a1?game=POCKET&format=standard&set=A2b
Gyarados ex Wigglytuff,1,0.01%,0 - 3 - 0,0.00%,/decks/gyarados-ex-a1a-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Bibarel ex Manaphy,1,0.01%,0 - 5 - 0,0.00%,/decks/bibarel-ex-a2b-manaphy-a2?game=POCKET&format=standard&set=A2b
Lucario ex Druddigon,1,0.01%,0 - 3 - 0,0.00%,/decks/lucario-ex-a2b-druddigon-a1a?game=POCKET&format=standard&set=A2b
Primeape Rampardos,1,0.01%,0 - 0 - 0,NaN%,/decks/primeape-a1a-rampardos-a2?game=POCKET&format=standard&set=A2b
Exeggutor ex Carnivine,1,0.01%,0 - 0 - 0,NaN%,/decks/exeggutor-ex-a1-carnivine-a2a?game=POCKET&format=standard&set=A2b
Floatzel Arceus ex,1,0.01%,0 - 0 - 0,NaN%,/decks/floatzel-p-a-arceus-ex-a2a?game=POCKET&format=standard&set=A2b
Beedrill ex Mow Rotom,1,0.01%,0 - 0 - 0,NaN%,/decks/beedrill-ex-a2b-mow-rotom-a2?game=POCKET&format=standard&set=A2b
