Deck,Count,Share,Score,Win_Percentage,Deck_links
Blastoise ex Manaphy,1,0.01%,0 - 3 - 0,0.00%,/decks/blastoise-ex-a1-manaphy-a2?game=POCKET&format=standard&set=A4
Kommo-o Sylveon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/kommo-o-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Gallade ex Hitmonlee,1,0.01%,0 - 1 - 0,0.00%,/decks/gallade-ex-a2-hitmonlee-a1?game=POCKET&format=standard&set=A4
Gengar ex Shiinotic,1,0.01%,0 - 3 - 0,0.00%,/decks/gengar-ex-a1-shiinotic-a3a?game=POCKET&format=standard&set=A4
Gallade ex Shiinotic,1,0.01%,0 - 2 - 0,0.00%,/decks/gallade-ex-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4
Giratina ex Lunala ex,1,0.01%,0 - 4 - 0,0.00%,/decks/giratina-ex-a2b-lunala-ex-a3?game=POCKET&format=standard&set=A4
Primarina ex Vaporeon,1,0.01%,0 - 6 - 0,0.00%,/decks/primarina-ex-a3b-vaporeon-a1a?game=POCKET&format=standard&set=A4
Mismagius ex Slurpuff,1,0.01%,0 - 1 - 0,0.00%,/decks/mismagius-ex-a2-slurpuff-a3b?game=POCKET&format=standard&set=A4
Solgaleo ex Alolan Dugtrio,1,0.01%,0 - 2 - 0,0.00%,/decks/solgaleo-ex-alolan-dugtrio-a3?game=POCKET&format=standard&set=A4
Decidueye ex Darkrai ex,1,0.01%,0 - 2 - 0,0.00%,/decks/decidueye-ex-a3-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Feraligatr Greninja,1,0.01%,0 - 2 - 0,0.00%,/decks/feraligatr-a4-greninja-a1?game=POCKET&format=standard&set=A4
Hypno Articuno,1,0.01%,0 - 4 - 0,0.00%,/decks/hypno-articuno-a1?game=POCKET&format=standard&set=A4
Pikachu ex Raichu,1,0.01%,0 - 2 - 0,0.00%,/decks/pikachu-ex-raichu-a1?game=POCKET&format=standard&set=A4
Steelix Ho-Oh ex,1,0.01%,0 - 3 - 0,0.00%,/decks/steelix-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Ninetales Rapidash,1,0.01%,0 - 3 - 0,0.00%,/decks/ninetales-a4-rapidash-a1a?game=POCKET&format=standard&set=A4
Beedrill ex Crawdaunt,1,0.01%,0 - 2 - 0,0.00%,/decks/beedrill-ex-a2b-crawdaunt-a4?game=POCKET&format=standard&set=A4
Tinkaton ex Pichu,1,0.01%,0 - 2 - 0,0.00%,/decks/tinkaton-ex-a2b-pichu-a4?game=POCKET&format=standard&set=A4
Greninja Zeraora,1,0.01%,0 - 3 - 0,0.00%,/decks/greninja-a1-zeraora-a3a?game=POCKET&format=standard&set=A4
Sylveon ex Aerodactyl ex,1,0.01%,0 - 1 - 0,0.00%,/decks/sylveon-ex-a3b-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A4
Decidueye ex Lurantis,1,0.01%,0 - 2 - 0,0.00%,/decks/decidueye-ex-lurantis-a3?game=POCKET&format=standard&set=A4
Palkia ex Silvally,1,0.01%,0 - 2 - 0,0.00%,/decks/palkia-ex-a2-silvally-a3a?game=POCKET&format=standard&set=A4
Umbreon ex Tyrogue,1,0.01%,0 - 1 - 0,0.00%,/decks/umbreon-ex-tyrogue-a4?game=POCKET&format=standard&set=A4
Marowak ex Donphan ex,1,0.01%,0 - 1 - 0,0.00%,/decks/marowak-ex-a1-donphan-ex-a4?game=POCKET&format=standard&set=A4
Infernape ex Moltres ex,1,0.01%,0 - 5 - 0,0.00%,/decks/infernape-ex-a2-moltres-ex-a1?game=POCKET&format=standard&set=A4
Ho-Oh ex Magby,1,0.01%,0 - 1 - 0,0.00%,/decks/ho-oh-ex-magby-a4?game=POCKET&format=standard&set=A4
Poliwrath Politoed,1,0.01%,0 - 2 - 0,0.00%,/decks/poliwrath-a1-politoed-a4?game=POCKET&format=standard&set=A4
Dialga ex Melmetal,1,0.01%,0 - 2 - 0,0.00%,/decks/dialga-ex-a2-melmetal-a1?game=POCKET&format=standard&set=A4
Luxray Pichu,1,0.01%,0 - 3 - 0,0.00%,/decks/luxray-a2-pichu-a4?game=POCKET&format=standard&set=A4
Dragonite Muk,1,0.01%,0 - 3 - 0,0.00%,/decks/dragonite-muk-a1?game=POCKET&format=standard&set=A4
Togekiss Giratina ex,1,0.01%,0 - 2 - 0,0.00%,/decks/togekiss-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4
Wigglytuff Pichu,1,0.01%,0 - 3 - 0,0.00%,/decks/wigglytuff-a2b-pichu-a4?game=POCKET&format=standard&set=A4
Arceus ex Carnivine,1,0.01%,0 - 1 - 0,0.00%,/decks/arceus-ex-carnivine-a2a?game=POCKET&format=standard&set=A4
Silvally Arcanine,1,0.01%,0 - 2 - 0,0.00%,/decks/silvally-a3a-arcanine-a1?game=POCKET&format=standard&set=A4
Vanilluxe Seaking,1,0.01%,0 - 1 - 0,0.00%,/decks/vanilluxe-a3b-seaking-a1?game=POCKET&format=standard&set=A4
Swanna Palkia ex,1,0.01%,0 - 1 - 0,0.00%,/decks/swanna-a4-palkia-ex-a2?game=POCKET&format=standard&set=A4
Alolan Dugtrio ex Skarmory,1,0.01%,0 - 3 - 0,0.00%,/decks/alolan-dugtrio-ex-a3a-skarmory-a2?game=POCKET&format=standard&set=A4
Lucario Kabutops,1,0.01%,0 - 1 - 0,0.00%,/decks/lucario-a2-kabutops-a1?game=POCKET&format=standard&set=A4
Weavile ex Umbreon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/weavile-ex-a2-umbreon-ex-a4?game=POCKET&format=standard&set=A4
Toxicroak Darkrai ex,1,0.01%,0 - 1 - 0,0.00%,/decks/toxicroak-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Leafeon ex Silvally,1,0.01%,0 - 2 - 0,0.00%,/decks/leafeon-ex-a2a-silvally-a3a?game=POCKET&format=standard&set=A4
Guzzlord ex Claydol,1,0.01%,0 - 1 - 0,0.00%,/decks/guzzlord-ex-claydol-a3a?game=POCKET&format=standard&set=A4
Giratina ex Tyranitar,1,0.01%,0 - 2 - 0,0.00%,/decks/giratina-ex-a2b-tyranitar-a4?game=POCKET&format=standard&set=A4
Alolan Raichu ex Tapu Koko ex,1,0.01%,0 - 1 - 0,0.00%,/decks/alolan-raichu-ex-a3-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4
Lanturn ex Jolteon,1,0.01%,0 - 3 - 0,0.00%,/decks/lanturn-ex-a4-jolteon-a3b?game=POCKET&format=standard&set=A4
Arceus ex Omastar,1,0.01%,0 - 2 - 0,0.00%,/decks/arceus-ex-a2a-omastar-a1?game=POCKET&format=standard&set=A4
Gyarados Pyukumuku,1,0.01%,0 - 3 - 0,0.00%,/decks/gyarados-a4-pyukumuku-a3?game=POCKET&format=standard&set=A4
Dragonite Delcatty,1,0.01%,0 - 3 - 0,0.00%,/decks/dragonite-a1-delcatty-a3?game=POCKET&format=standard&set=A4
Charizard ex Blastoise ex,1,0.01%,0 - 3 - 0,0.00%,/decks/charizard-ex-a2b-blastoise-ex-a1?game=POCKET&format=standard&set=A4
Dragonite Lugia ex,1,0.01%,0 - 2 - 0,0.00%,/decks/dragonite-a1-lugia-ex-a4?game=POCKET&format=standard&set=A4
Naganadel Nihilego,1,0.01%,0 - 2 - 0,0.00%,/decks/naganadel-nihilego-a3a?game=POCKET&format=standard&set=A4
Giratina ex Ultra Necrozma ex,1,0.01%,0 - 3 - 0,0.00%,/decks/giratina-ex-a2b-ultra-necrozma-ex-p-a?game=POCKET&format=standard&set=A4
Alcremie Cherrim,1,0.01%,0 - 3 - 0,0.00%,/decks/alcremie-a3b-cherrim-a2a?game=POCKET&format=standard&set=A4
Alolan Raichu ex Zapdos ex,1,0.01%,0 - 2 - 0,0.00%,/decks/alolan-raichu-ex-a3-zapdos-ex-a1?game=POCKET&format=standard&set=A4
Arceus ex Cleffa,1,0.01%,0 - 2 - 0,0.00%,/decks/arceus-ex-a2a-cleffa-a4?game=POCKET&format=standard&set=A4
Lucario ex Dugtrio,1,0.01%,0 - 3 - 0,0.00%,/decks/lucario-ex-a2b-dugtrio-a1?game=POCKET&format=standard&set=A4
Staraptor Heracross,1,0.01%,0 - 1 - 0,0.00%,/decks/staraptor-a2a-heracross-a4?game=POCKET&format=standard&set=A4
Steelix Dialga ex,1,0.01%,0 - 4 - 0,0.00%,/decks/steelix-a4-dialga-ex-a2?game=POCKET&format=standard&set=A4
Lanturn ex Hypno,1,0.01%,0 - 1 - 0,0.00%,/decks/lanturn-ex-a4-hypno-a1?game=POCKET&format=standard&set=A4
Floatzel Greninja,1,0.01%,0 - 2 - 0,0.00%,/decks/floatzel-p-a-greninja-a1?game=POCKET&format=standard&set=A4
Porygon-Z Pichu,1,0.01%,0 - 4 - 0,0.00%,/decks/porygon-z-pichu-a4?game=POCKET&format=standard&set=A4
Snorlax ex Delcatty,1,0.01%,0 - 3 - 0,0.00%,/decks/snorlax-ex-a3b-delcatty-a3?game=POCKET&format=standard&set=A4
Celebi ex Sylveon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/celebi-ex-a1a-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Typhlosion Salazzle,1,0.01%,0 - 4 - 0,0.00%,/decks/typhlosion-a4-salazzle-a3?game=POCKET&format=standard&set=A4
Toucannon Oricorio,1,0.01%,0 - 3 - 0,0.00%,/decks/toucannon-p-a-oricorio-a3?game=POCKET&format=standard&set=A4
Marowak ex Sandslash,1,0.01%,0 - 4 - 0,0.00%,/decks/marowak-ex-sandslash-a1?game=POCKET&format=standard&set=A4
Mew ex Espeon ex,1,0.01%,0 - 4 - 0,0.00%,/decks/mew-ex-a1a-espeon-ex-a4?game=POCKET&format=standard&set=A4
Silvally Magcargo,1,0.01%,0 - 1 - 0,0.00%,/decks/silvally-a3a-magcargo-a4?game=POCKET&format=standard&set=A4
Sylveon ex Tsareena,1,0.01%,0 - 3 - 0,0.00%,/decks/sylveon-ex-a3b-tsareena-a3?game=POCKET&format=standard&set=A4
Guzzlord ex Absol,1,0.01%,0 - 3 - 0,0.00%,/decks/guzzlord-ex-a3a-absol-a3?game=POCKET&format=standard&set=A4
Donphan ex Lycanroc,1,0.01%,0 - 1 - 0,0.00%,/decks/donphan-ex-a4-lycanroc-a3?game=POCKET&format=standard&set=A4
Dragonite ex,1,0.01%,0 - 1 - 0,0.00%,/decks/dragonite-ex-a3b?game=POCKET&format=standard&set=A4
Snorlax ex Darkrai ex,1,0.01%,0 - 1 - 0,0.00%,/decks/snorlax-ex-a3b-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Lycanroc ex Rampardos,1,0.01%,0 - 1 - 0,0.00%,/decks/lycanroc-ex-a3a-rampardos-a2?game=POCKET&format=standard&set=A4
Arceus ex Swanna,1,0.01%,0 - 2 - 0,0.00%,/decks/arceus-ex-a2a-swanna-a4?game=POCKET&format=standard&set=A4
Porygon-Z,1,0.01%,0 - 2 - 0,0.00%,/decks/porygon-z-a2?game=POCKET&format=standard&set=A4
Kingdra ex Glaceon,1,0.01%,0 - 3 - 0,0.00%,/decks/kingdra-ex-a4-glaceon-a2?game=POCKET&format=standard&set=A4
Wugtrio ex Manaphy,1,0.01%,0 - 2 - 0,0.00%,/decks/wugtrio-ex-a2b-manaphy-a2?game=POCKET&format=standard&set=A4
Kommo-o Rampardos,1,0.01%,0 - 1 - 0,0.00%,/decks/kommo-o-a3-rampardos-a2?game=POCKET&format=standard&set=A4
Greninja Silvally,1,0.01%,0 - 3 - 0,0.00%,/decks/greninja-a1-silvally-a3a?game=POCKET&format=standard&set=A4
Silvally Aerodactyl,1,0.01%,0 - 2 - 0,0.00%,/decks/silvally-a3a-aerodactyl-a1?game=POCKET&format=standard&set=A4
Pidgeot ex,1,0.01%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a?game=POCKET&format=standard&set=A4
Silvally Rayquaza ex,1,0.01%,0 - 2 - 0,0.00%,/decks/silvally-a3a-rayquaza-ex-p-a?game=POCKET&format=standard&set=A4
Skarmory ex Melmetal,1,0.01%,0 - 2 - 0,0.00%,/decks/skarmory-ex-a4-melmetal-a1?game=POCKET&format=standard&set=A4
Infernape ex Rapidash,1,0.01%,0 - 2 - 0,0.00%,/decks/infernape-ex-a2-rapidash-a1a?game=POCKET&format=standard&set=A4
Garchomp Pidgeot,1,0.01%,0 - 1 - 0,0.00%,/decks/garchomp-a2-pidgeot-a1?game=POCKET&format=standard&set=A4
Electivire Galvantula,1,0.01%,0 - 2 - 0,0.00%,/decks/electivire-a2-galvantula-a3b?game=POCKET&format=standard&set=A4
Beedrill ex Leafeon ex,1,0.01%,0 - 3 - 0,0.00%,/decks/beedrill-ex-a2b-leafeon-ex-a2a?game=POCKET&format=standard&set=A4
Beedrill ex Exeggutor,1,0.01%,0 - 3 - 0,0.00%,/decks/beedrill-ex-a2b-exeggutor-a1a?game=POCKET&format=standard&set=A4
Sylveon ex Grafaiai,1,0.01%,0 - 2 - 0,0.00%,/decks/sylveon-ex-a3b-grafaiai-a2b?game=POCKET&format=standard&set=A4
Rampardos Pichu,1,0.01%,0 - 2 - 0,0.00%,/decks/rampardos-a2-pichu-a4?game=POCKET&format=standard&set=A4
Pikachu ex Oricorio,1,0.01%,0 - 1 - 0,0.00%,/decks/pikachu-ex-a1-oricorio-a3?game=POCKET&format=standard&set=A4
Stoutland Rampardos,1,0.01%,0 - 2 - 0,0.00%,/decks/stoutland-a3a-rampardos-a2?game=POCKET&format=standard&set=A4
Darkrai ex Oricorio,1,0.01%,0 - 1 - 0,0.00%,/decks/darkrai-ex-a2-oricorio-a3?game=POCKET&format=standard&set=A4
Galvantula Zeraora,1,0.01%,0 - 1 - 0,0.00%,/decks/galvantula-a3b-zeraora-a3a?game=POCKET&format=standard&set=A4
Darkrai ex Victreebel,1,0.01%,0 - 2 - 0,0.00%,/decks/darkrai-ex-a2-victreebel-a1?game=POCKET&format=standard&set=A4
Dragonite Giratina ex,1,0.01%,0 - 3 - 0,0.00%,/decks/dragonite-a1-giratina-ex-a2b?game=POCKET&format=standard&set=A4
Aggron,1,0.01%,0 - 3 - 0,0.00%,/decks/aggron-a3a?game=POCKET&format=standard&set=A4
Dialga ex Gholdengo,1,0.01%,0 - 2 - 0,0.00%,/decks/dialga-ex-a2-gholdengo-a2b?game=POCKET&format=standard&set=A4
Vanillish Slurpuff,1,0.01%,0 - 3 - 0,0.00%,/decks/vanillish-slurpuff-a3b?game=POCKET&format=standard&set=A4
Shuckle ex Sylveon ex,1,0.01%,0 - 3 - 0,0.00%,/decks/shuckle-ex-a4-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Meowscarada Lurantis,1,0.01%,0 - 2 - 0,0.00%,/decks/meowscarada-a2b-lurantis-a3?game=POCKET&format=standard&set=A4
Snorlax ex Mew ex,1,0.01%,0 - 2 - 0,0.00%,/decks/snorlax-ex-a3b-mew-ex-a1a?game=POCKET&format=standard&set=A4
Wugtrio ex Pidgeot ex,1,0.01%,0 - 3 - 0,0.00%,/decks/wugtrio-ex-a2b-pidgeot-ex-a1a?game=POCKET&format=standard&set=A4
Primarina ex Regice,1,0.01%,0 - 2 - 0,0.00%,/decks/primarina-ex-a3b-regice-a2?game=POCKET&format=standard&set=A4
Primarina ex Glaceon,1,0.01%,0 - 2 - 0,0.00%,/decks/primarina-ex-a3b-glaceon-a2?game=POCKET&format=standard&set=A4
Paldean Clodsire ex Weezing,1,0.01%,0 - 1 - 0,0.00%,/decks/paldean-clodsire-ex-a2b-weezing-a1?game=POCKET&format=standard&set=A4
Arceus ex Tyrogue,1,0.01%,0 - 1 - 0,0.00%,/decks/arceus-ex-a2a-tyrogue-a4?game=POCKET&format=standard&set=A4
Charizard ex Arcanine ex,1,0.01%,0 - 1 - 0,0.00%,/decks/charizard-ex-a2b-arcanine-ex-a1?game=POCKET&format=standard&set=A4
Rampardos Passimian,1,0.01%,0 - 2 - 0,0.00%,/decks/rampardos-a2-passimian-a3a?game=POCKET&format=standard&set=A4
Blissey Pichu,1,0.01%,0 - 2 - 0,0.00%,/decks/blissey-pichu-a4?game=POCKET&format=standard&set=A4
Feraligatr Delibird,1,0.01%,0 - 5 - 0,0.00%,/decks/feraligatr-delibird-a4?game=POCKET&format=standard&set=A4
Gyarados ex Silvally,1,0.01%,0 - 2 - 0,0.00%,/decks/gyarados-ex-a1a-silvally-a3a?game=POCKET&format=standard&set=A4
Snorlax ex Wigglytuff,1,0.01%,0 - 2 - 0,0.00%,/decks/snorlax-ex-a3b-wigglytuff-a2b?game=POCKET&format=standard&set=A4
Bewear Snorlax,1,0.01%,0 - 3 - 0,0.00%,/decks/bewear-a3a-snorlax-a2a?game=POCKET&format=standard&set=A4
Arceus ex Greninja,1,0.01%,0 - 5 - 0,0.00%,/decks/arceus-ex-a2a-greninja-a1?game=POCKET&format=standard&set=A4
Claydol Hitmontop,1,0.01%,0 - 3 - 0,0.00%,/decks/claydol-a3a-hitmontop-a4?game=POCKET&format=standard&set=A4
Ninetales Rapidash,1,0.01%,0 - 2 - 0,0.00%,/decks/ninetales-a1-rapidash-a1a?game=POCKET&format=standard&set=A4
Glaceon ex Greninja,1,0.01%,0 - 1 - 0,0.00%,/decks/glaceon-ex-a2a-greninja-a1?game=POCKET&format=standard&set=A4
Gengar Pichu,1,0.01%,0 - 3 - 0,0.00%,/decks/gengar-a1-pichu-a4?game=POCKET&format=standard&set=A4
Kingdra ex Silvally,1,0.01%,0 - 2 - 0,0.00%,/decks/kingdra-ex-a4-silvally-a3a?game=POCKET&format=standard&set=A4
Persian Origin Forme Palkia,1,0.01%,0 - 2 - 0,0.00%,/decks/persian-a1-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A4
Lucario Lycanroc,1,0.01%,0 - 3 - 0,0.00%,/decks/lucario-a2-lycanroc-a3?game=POCKET&format=standard&set=A4
Articuno ex Venomoth,1,0.01%,0 - 3 - 0,0.00%,/decks/articuno-ex-venomoth-a1?game=POCKET&format=standard&set=A4
Gallade ex Sylveon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/gallade-ex-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Ampharos,1,0.01%,0 - 2 - 0,0.00%,/decks/ampharos-a4?game=POCKET&format=standard&set=A4
Alolan Raichu ex Alolan Exeggutor,1,0.01%,0 - 3 - 0,0.00%,/decks/alolan-raichu-ex-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4
Celesteela Dusk Mane Necrozma,1,0.01%,0 - 0 - 0,NaN%,/decks/celesteela-a3a-dusk-mane-necrozma-p-a?game=POCKET&format=standard&set=A4
