Deck,Count,Share,Score,Win_Percentage,Deck_links
Umbreon ex Naganadel,1,0.01%,5 - 2 - 1,62.50%,/decks/umbreon-ex-a4-naganadel-a3a?game=POCKET&format=standard&set=A4a
Meowscarada Kartana,1,0.01%,5 - 3 - 0,62.50%,/decks/meowscarada-a2b-kartana-a3a?game=POCKET&format=standard&set=A4a
Suicune ex Tentacruel,1,0.01%,5 - 3 - 0,62.50%,/decks/suicune-ex-a4a-tentacruel-a1?game=POCKET&format=standard&set=A4a
Lycanroc ex Lucario,1,0.01%,5 - 3 - 0,62.50%,/decks/lycanroc-ex-a3a-lucario-a2?game=POCKET&format=standard&set=A4a
Weavile ex Malamar,1,0.01%,5 - 3 - 0,62.50%,/decks/weavile-ex-a2-malamar-a4a?game=POCKET&format=standard&set=A4a
Xatu Grafaiai,1,0.01%,3 - 2 - 0,60.00%,/decks/xatu-a4-grafaiai-a2b?game=POCKET&format=standard&set=A4a
Machamp ex Lucario ex,1,0.01%,3 - 2 - 0,60.00%,/decks/machamp-ex-a1-lucario-ex-a2b?game=POCKET&format=standard&set=A4a
Togekiss Galarian Cursola,1,0.01%,3 - 2 - 0,60.00%,/decks/togekiss-a4-galarian-cursola-a4a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Silvally,1,0.01%,3 - 2 - 0,60.00%,/decks/alolan-raichu-ex-a3-silvally-a3a?game=POCKET&format=standard&set=A4a
Venusaur ex Mantyke,1,0.01%,3 - 2 - 0,60.00%,/decks/venusaur-ex-a1-mantyke-a4a?game=POCKET&format=standard&set=A4a
Lanturn ex Pikachu ex,1,0.01%,3 - 2 - 0,60.00%,/decks/lanturn-ex-a4-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Kabutops Onix,1,0.01%,3 - 2 - 0,60.00%,/decks/kabutops-onix-a1?game=POCKET&format=standard&set=A4a
Dugtrio Tyrogue,1,0.01%,6 - 4 - 0,60.00%,/decks/dugtrio-a4a-tyrogue-a4?game=POCKET&format=standard&set=A4a
Weavile ex Paldean Clodsire ex,1,0.01%,3 - 2 - 0,60.00%,/decks/weavile-ex-a2-paldean-clodsire-ex-a2b?game=POCKET&format=standard&set=A4a
Altaria Arceus ex,1,0.01%,3 - 2 - 0,60.00%,/decks/altaria-a4a-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Meowscarada Sylveon ex,1,0.01%,4 - 3 - 0,57.14%,/decks/meowscarada-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Rampardos Aerodactyl ex,1,0.01%,4 - 3 - 0,57.14%,/decks/rampardos-a2-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A4a
Espeon ex Gengar ex,1,0.01%,4 - 3 - 0,57.14%,/decks/espeon-ex-a4-gengar-ex-a1?game=POCKET&format=standard&set=A4a
Exeggutor Meowscarada,1,0.01%,4 - 3 - 0,57.14%,/decks/exeggutor-a1-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Pikachu ex Alolan Raichu ex,1,0.01%,4 - 3 - 0,57.14%,/decks/pikachu-ex-a2b-alolan-raichu-ex-a3?game=POCKET&format=standard&set=A4a
Rampardos Type: Null,1,0.01%,4 - 3 - 0,57.14%,/decks/rampardos-a2-type:-null-a3a?game=POCKET&format=standard&set=A4a
Darkrai ex Arceus ex,1,0.01%,4 - 3 - 0,57.14%,/decks/darkrai-ex-arceus-ex-a4b?game=POCKET&format=standard&set=A4a
Lickilicky ex Ho-Oh ex,1,0.01%,4 - 3 - 0,57.14%,/decks/lickilicky-ex-a2-ho-oh-ex-a4?game=POCKET&format=standard&set=A4a
Rampardos Silvally,1,0.01%,4 - 3 - 0,57.14%,/decks/rampardos-a2-silvally-a3a?game=POCKET&format=standard&set=A4a
Tsareena Celebi ex,1,0.01%,4 - 3 - 0,57.14%,/decks/tsareena-a3-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Dragonite ex Dragonite,1,0.01%,4 - 3 - 0,57.14%,/decks/dragonite-ex-a4b-dragonite-a1?game=POCKET&format=standard&set=A4a
Alolan Muk ex Guzzlord ex,1,0.01%,4 - 3 - 0,57.14%,/decks/alolan-muk-ex-a3-guzzlord-ex-a3a?game=POCKET&format=standard&set=A4a
Kingdra ex Wugtrio ex,1,0.01%,4 - 2 - 1,57.14%,/decks/kingdra-ex-a4-wugtrio-ex-a2b?game=POCKET&format=standard&set=A4a
Raikou ex Pidgeot ex,1,0.01%,4 - 3 - 0,57.14%,/decks/raikou-ex-a4a-pidgeot-ex-a1a?game=POCKET&format=standard&set=A4a
Marowak ex Aerodactyl ex,1,0.01%,4 - 2 - 1,57.14%,/decks/marowak-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A4a
Raikou ex Alolan Exeggutor,1,0.01%,4 - 3 - 0,57.14%,/decks/raikou-ex-a4a-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Magby Torkoal,1,0.01%,4 - 3 - 0,57.14%,/decks/magby-a4-torkoal-a3b?game=POCKET&format=standard&set=A4a
Zoroark Silvally,1,0.01%,4 - 3 - 0,57.14%,/decks/zoroark-a4a-silvally-a3a?game=POCKET&format=standard&set=A4a
Altaria Oricorio,1,0.01%,4 - 3 - 0,57.14%,/decks/altaria-a4a-oricorio-a3?game=POCKET&format=standard&set=A4a
Arceus ex Alolan Raichu ex,1,0.01%,4 - 3 - 0,57.14%,/decks/arceus-ex-a2a-alolan-raichu-ex-a3?game=POCKET&format=standard&set=A4a
Crobat ex Naganadel,1,0.01%,4 - 3 - 0,57.14%,/decks/crobat-ex-a4-naganadel-a3a?game=POCKET&format=standard&set=A4a
Gengar Mismagius,1,0.01%,4 - 3 - 0,57.14%,/decks/gengar-a2a-mismagius-a4a?game=POCKET&format=standard&set=A4a
Espeon Silvally,1,0.01%,4 - 3 - 0,57.14%,/decks/espeon-a3b-silvally-a3a?game=POCKET&format=standard&set=A4a
Arceus ex Crobat ex,1,0.01%,5 - 3 - 1,55.56%,/decks/arceus-ex-a2a-crobat-ex-a4?game=POCKET&format=standard&set=A4a
Lucario Kabutops,1,0.01%,4 - 4 - 0,50.00%,/decks/lucario-a2-kabutops-a1?game=POCKET&format=standard&set=A4a
Umbreon ex Leafeon ex,1,0.01%,4 - 4 - 0,50.00%,/decks/umbreon-ex-a4-leafeon-ex-a2a?game=POCKET&format=standard&set=A4a
Entei ex Magnezone,1,0.01%,4 - 3 - 1,50.00%,/decks/entei-ex-a4a-magnezone-a2?game=POCKET&format=standard&set=A4a
Probopass ex Magby,1,0.01%,3 - 3 - 0,50.00%,/decks/probopass-ex-a4b-magby-a4?game=POCKET&format=standard&set=A4a
Sylveon ex Solgaleo ex,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-solgaleo-ex-a4b?game=POCKET&format=standard&set=A4a
Umbreon ex Eevee ex,1,0.01%,3 - 2 - 1,50.00%,/decks/umbreon-ex-eevee-ex-a4b?game=POCKET&format=standard&set=A4a
Pikachu ex Zapdos ex,1,0.01%,1 - 1 - 0,50.00%,/decks/pikachu-ex-zapdos-ex-a4b?game=POCKET&format=standard&set=A4a
Suicune ex Starmie ex,1,0.01%,2 - 2 - 0,50.00%,/decks/suicune-ex-a4a-starmie-ex-a1?game=POCKET&format=standard&set=A4a
Donphan ex Sylveon ex,1,0.01%,3 - 3 - 0,50.00%,/decks/donphan-ex-a4-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Snorlax ex Miltank,1,0.01%,1 - 1 - 0,50.00%,/decks/snorlax-ex-a3b-miltank-a4a?game=POCKET&format=standard&set=A4a
Raichu ex Pichu,1,0.01%,3 - 3 - 0,50.00%,/decks/raichu-ex-p-a-pichu-a4?game=POCKET&format=standard&set=A4a
Silvally Buzzwole ex,1,0.01%,1 - 1 - 0,50.00%,/decks/silvally-buzzwole-ex-a3a?game=POCKET&format=standard&set=A4a
Sylveon ex Mismagius,1,0.01%,1 - 1 - 0,50.00%,/decks/sylveon-ex-a3b-mismagius-a4a?game=POCKET&format=standard&set=A4a
Tyranitar Nihilego,1,0.01%,1 - 1 - 0,50.00%,/decks/tyranitar-a4-nihilego-a3a?game=POCKET&format=standard&set=A4a
Arceus ex Silvally,1,0.01%,2 - 2 - 0,50.00%,/decks/arceus-ex-a2a-silvally-a3a?game=POCKET&format=standard&set=A4a
Charizard ex Entei ex,1,0.01%,3 - 3 - 0,50.00%,/decks/charizard-ex-a1-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Togekiss Shiinotic,1,0.01%,3 - 3 - 0,50.00%,/decks/togekiss-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4a
Pidgeot Arbok,1,0.01%,3 - 3 - 0,50.00%,/decks/pidgeot-arbok-a1?game=POCKET&format=standard&set=A4a
Rampardos Primeape,1,0.01%,3 - 3 - 0,50.00%,/decks/rampardos-a2-primeape-a1a?game=POCKET&format=standard&set=A4a
Aerodactyl ex Medicham,1,0.01%,3 - 3 - 0,50.00%,/decks/aerodactyl-ex-a1a-medicham-a3a?game=POCKET&format=standard&set=A4a
Toucannon,1,0.01%,2 - 2 - 0,50.00%,/decks/toucannon-p-a?game=POCKET&format=standard&set=A4a
Butterfree Alolan Exeggutor,1,0.01%,3 - 3 - 0,50.00%,/decks/butterfree-a1-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Gallade ex Donphan ex,1,0.01%,2 - 2 - 0,50.00%,/decks/gallade-ex-a2-donphan-ex-a4?game=POCKET&format=standard&set=A4a
Silvally Altaria,1,0.01%,2 - 2 - 0,50.00%,/decks/silvally-a3a-altaria-a4a?game=POCKET&format=standard&set=A4a
Machamp Tyrogue,1,0.01%,3 - 3 - 0,50.00%,/decks/machamp-a2b-tyrogue-a4?game=POCKET&format=standard&set=A4a
Greninja Giratina ex,1,0.01%,3 - 3 - 0,50.00%,/decks/greninja-a1-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Arceus ex Greninja,1,0.01%,3 - 3 - 0,50.00%,/decks/arceus-ex-a2a-greninja-a1?game=POCKET&format=standard&set=A4a
Primarina ex Wugtrio ex,1,0.01%,3 - 3 - 0,50.00%,/decks/primarina-ex-a3b-wugtrio-ex-a2b?game=POCKET&format=standard&set=A4a
Alolan Muk ex Nihilego,1,0.01%,3 - 3 - 0,50.00%,/decks/alolan-muk-ex-a3-nihilego-a3a?game=POCKET&format=standard&set=A4a
Golem Farfetch'd,1,0.01%,2 - 2 - 0,50.00%,/decks/golem-a1a-farfetchd-a1?game=POCKET&format=standard&set=A4a
Eevee ex Sylveon ex,1,0.01%,3 - 3 - 0,50.00%,/decks/eevee-ex-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Dialga ex Blissey ex,1,0.01%,3 - 3 - 0,50.00%,/decks/dialga-ex-a2-blissey-ex-p-a?game=POCKET&format=standard&set=A4a
Sylveon ex Espeon ex,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-a3b-espeon-ex-a4?game=POCKET&format=standard&set=A4a
Solgaleo ex Dialga ex,1,0.01%,3 - 3 - 0,50.00%,/decks/solgaleo-ex-a3-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Suicune ex Pidgeot,1,0.01%,1 - 1 - 0,50.00%,/decks/suicune-ex-a4a-pidgeot-a1?game=POCKET&format=standard&set=A4a
Charizard ex Giratina ex,1,0.01%,2 - 2 - 0,50.00%,/decks/charizard-ex-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Decidueye ex Meowscarada,1,0.01%,4 - 4 - 0,50.00%,/decks/decidueye-ex-a3-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Yanmega ex Ampharos,1,0.01%,1 - 1 - 0,50.00%,/decks/yanmega-ex-a2-ampharos-a4?game=POCKET&format=standard&set=A4a
Exeggutor ex Yanmega ex,1,0.01%,3 - 3 - 0,50.00%,/decks/exeggutor-ex-a1-yanmega-ex-a2?game=POCKET&format=standard&set=A4a
Kingdra ex Milotic,1,0.01%,4 - 4 - 0,50.00%,/decks/kingdra-ex-a4-milotic-a4a?game=POCKET&format=standard&set=A4a
Charizard ex,1,0.01%,3 - 3 - 0,50.00%,/decks/charizard-ex-a1?game=POCKET&format=standard&set=A4a
Buzzwole ex Celebi,1,0.01%,1 - 1 - 0,50.00%,/decks/buzzwole-ex-a3a-celebi-a4a?game=POCKET&format=standard&set=A4a
Ampharos Zapdos ex,1,0.01%,3 - 2 - 1,50.00%,/decks/ampharos-a4-zapdos-ex-a1?game=POCKET&format=standard&set=A4a
Umbreon ex Arceus ex,1,0.01%,3 - 3 - 0,50.00%,/decks/umbreon-ex-a4-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Glaceon ex Primarina ex,1,0.01%,3 - 3 - 0,50.00%,/decks/glaceon-ex-a2a-primarina-ex-a3b?game=POCKET&format=standard&set=A4a
Alolan Raichu ex,1,0.01%,2 - 2 - 0,50.00%,/decks/alolan-raichu-ex-a3?game=POCKET&format=standard&set=A4a
Beedrill ex Lurantis,1,0.01%,3 - 3 - 0,50.00%,/decks/beedrill-ex-a2b-lurantis-a3?game=POCKET&format=standard&set=A4a
Wugtrio ex Mantyke,1,0.01%,2 - 2 - 0,50.00%,/decks/wugtrio-ex-a2b-mantyke-a4a?game=POCKET&format=standard&set=A4a
Exeggutor Leafeon,1,0.01%,3 - 3 - 0,50.00%,/decks/exeggutor-a1a-leafeon-a2?game=POCKET&format=standard&set=A4a
Incineroar Shiinotic,1,0.01%,3 - 3 - 0,50.00%,/decks/incineroar-a3b-shiinotic-a3a?game=POCKET&format=standard&set=A4a
Feraligatr Articuno,1,0.01%,1 - 1 - 0,50.00%,/decks/feraligatr-a4-articuno-a1?game=POCKET&format=standard&set=A4a
Tyranitar Toxicroak,1,0.01%,2 - 2 - 0,50.00%,/decks/tyranitar-a4-toxicroak-a2a?game=POCKET&format=standard&set=A4a
Dugtrio Hitmonlee,1,0.01%,3 - 3 - 0,50.00%,/decks/dugtrio-a4a-hitmonlee-a1?game=POCKET&format=standard&set=A4a
Dugtrio Donphan,1,0.01%,3 - 3 - 0,50.00%,/decks/dugtrio-donphan-a4a?game=POCKET&format=standard&set=A4a
Ninetales Magby,1,0.01%,1 - 1 - 0,50.00%,/decks/ninetales-a1-magby-a4?game=POCKET&format=standard&set=A4a
Primarina Miltank,1,0.01%,3 - 3 - 0,50.00%,/decks/primarina-a3-miltank-a4a?game=POCKET&format=standard&set=A4a
Oricorio Zeraora,1,0.01%,3 - 3 - 0,50.00%,/decks/oricorio-a3-zeraora-a3a?game=POCKET&format=standard&set=A4a
Decidueye ex Shuckle ex,1,0.01%,3 - 3 - 0,50.00%,/decks/decidueye-ex-a3-shuckle-ex-a4?game=POCKET&format=standard&set=A4a
Galarian Cursola Banette,1,0.01%,3 - 3 - 0,50.00%,/decks/galarian-cursola-a4a-banette-a3?game=POCKET&format=standard&set=A4a
Exeggutor ex Leafeon ex,1,0.01%,1 - 1 - 0,50.00%,/decks/exeggutor-ex-a1-leafeon-ex-a2a?game=POCKET&format=standard&set=A4a
Crobat ex Miltank,1,0.01%,2 - 2 - 0,50.00%,/decks/crobat-ex-a4-miltank-a4a?game=POCKET&format=standard&set=A4a
Zoroark Darkrai ex,1,0.01%,3 - 3 - 0,50.00%,/decks/zoroark-a4a-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Magcargo,1,0.01%,3 - 3 - 0,50.00%,/decks/magcargo-a2?game=POCKET&format=standard&set=A4a
Ho-Oh ex Rayquaza ex,1,0.01%,2 - 2 - 0,50.00%,/decks/ho-oh-ex-a4-rayquaza-ex-p-a?game=POCKET&format=standard&set=A4a
Meowscarada Cleffa,1,0.01%,1 - 1 - 0,50.00%,/decks/meowscarada-a2b-cleffa-a4?game=POCKET&format=standard&set=A4a
Jumpluff ex Pyukumuku,1,0.01%,2 - 2 - 0,50.00%,/decks/jumpluff-ex-a4a-pyukumuku-a3?game=POCKET&format=standard&set=A4a
Rampardos Meowth,1,0.01%,3 - 3 - 0,50.00%,/decks/rampardos-a2-meowth-a1?game=POCKET&format=standard&set=A4a
Espeon ex Leafeon ex,1,0.01%,2 - 2 - 0,50.00%,/decks/espeon-ex-a4-leafeon-ex-a2a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Pikachu ex,1,0.01%,2 - 2 - 0,50.00%,/decks/alolan-raichu-ex-a3-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Scolipede Zoroark,1,0.01%,1 - 1 - 0,50.00%,/decks/scolipede-a1a-zoroark-a4a?game=POCKET&format=standard&set=A4a
Tapu Koko ex Jolteon,1,0.01%,3 - 3 - 0,50.00%,/decks/tapu-koko-ex-a3a-jolteon-a1?game=POCKET&format=standard&set=A4a
Decidueye ex Silvally,1,0.01%,4 - 3 - 1,50.00%,/decks/decidueye-ex-a3-silvally-a3a?game=POCKET&format=standard&set=A4a
Venusaur ex Pichu,1,0.01%,3 - 3 - 0,50.00%,/decks/venusaur-ex-a1-pichu-a4?game=POCKET&format=standard&set=A4a
Greninja Dragonite,1,0.01%,3 - 3 - 0,50.00%,/decks/greninja-dragonite-a1?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Elekid,1,0.01%,4 - 5 - 0,44.44%,/decks/alolan-raichu-ex-a3-elekid-a4?game=POCKET&format=standard&set=A4a
Infernape ex Sylveon ex,1,0.01%,3 - 4 - 0,42.86%,/decks/infernape-ex-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Lycanroc ex Lycanroc,1,0.01%,3 - 4 - 0,42.86%,/decks/lycanroc-ex-a3a-lycanroc-a3?game=POCKET&format=standard&set=A4a
Sylveon ex Crobat ex,1,0.01%,3 - 4 - 0,42.86%,/decks/sylveon-ex-a3b-crobat-ex-a4?game=POCKET&format=standard&set=A4a
Celebi ex Mantyke,1,0.01%,3 - 3 - 1,42.86%,/decks/celebi-ex-a1a-mantyke-a4a?game=POCKET&format=standard&set=A4a
Raikou ex Tapu Koko ex,1,0.01%,3 - 3 - 1,42.86%,/decks/raikou-ex-a4a-tapu-koko-ex-a4b?game=POCKET&format=standard&set=A4a
Guzzlord ex Krookodile,1,0.01%,3 - 4 - 0,42.86%,/decks/guzzlord-ex-krookodile-a3a?game=POCKET&format=standard&set=A4a
Charizard ex Sylveon ex,1,0.01%,3 - 4 - 0,42.86%,/decks/charizard-ex-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Solgaleo ex Melmetal,1,0.01%,3 - 4 - 0,42.86%,/decks/solgaleo-ex-a3-melmetal-a1?game=POCKET&format=standard&set=A4a
Primarina ex Glaceon,1,0.01%,3 - 4 - 0,42.86%,/decks/primarina-ex-glaceon-a3b?game=POCKET&format=standard&set=A4a
Entei ex Greninja,1,0.01%,3 - 3 - 1,42.86%,/decks/entei-ex-a4a-greninja-a1?game=POCKET&format=standard&set=A4a
Altaria Pichu,1,0.01%,3 - 4 - 0,42.86%,/decks/altaria-a4a-pichu-a4?game=POCKET&format=standard&set=A4a
Staraptor Rampardos,1,0.01%,3 - 4 - 0,42.86%,/decks/staraptor-a2a-rampardos-a2?game=POCKET&format=standard&set=A4a
Solgaleo ex Entei ex,1,0.01%,3 - 3 - 1,42.86%,/decks/solgaleo-ex-a4b-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Raikou ex Pikachu ex,1,0.01%,3 - 3 - 1,42.86%,/decks/raikou-ex-a4a-pikachu-ex-a4b?game=POCKET&format=standard&set=A4a
Porygon-Z Mew ex,1,0.01%,3 - 4 - 0,42.86%,/decks/porygon-z-a2-mew-ex-a1a?game=POCKET&format=standard&set=A4a
Giratina ex Latios,1,0.01%,3 - 3 - 1,42.86%,/decks/giratina-ex-a2b-latios-a4a?game=POCKET&format=standard&set=A4a
Charizard ex Entei ex,1,0.01%,3 - 3 - 1,42.86%,/decks/charizard-ex-a4b-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Raichu Pikachu ex,1,0.01%,3 - 4 - 0,42.86%,/decks/raichu-a1-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Lucario Tyrogue,1,0.01%,3 - 4 - 0,42.86%,/decks/lucario-a2-tyrogue-a4?game=POCKET&format=standard&set=A4a
Leafeon ex Venusaur ex,1,0.01%,3 - 4 - 0,42.86%,/decks/leafeon-ex-a2a-venusaur-ex-a1?game=POCKET&format=standard&set=A4a
Entei ex Salazzle,1,0.01%,3 - 4 - 0,42.86%,/decks/entei-ex-a4a-salazzle-a3?game=POCKET&format=standard&set=A4a
Gardevoir Mewtwo ex,1,0.01%,2 - 3 - 0,40.00%,/decks/gardevoir-mewtwo-ex-a1?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Raichu,1,0.01%,2 - 3 - 0,40.00%,/decks/alolan-raichu-ex-a3-raichu-a1?game=POCKET&format=standard&set=A4a
Kabutops,1,0.01%,2 - 3 - 0,40.00%,/decks/kabutops-a1?game=POCKET&format=standard&set=A4a
Guzzlord ex Mantyke,1,0.01%,2 - 3 - 0,40.00%,/decks/guzzlord-ex-a3a-mantyke-a4a?game=POCKET&format=standard&set=A4a
Skarmory Bastiodon,1,0.01%,2 - 3 - 0,40.00%,/decks/skarmory-bastiodon-a2?game=POCKET&format=standard&set=A4a
Electivire Pikachu ex,1,0.01%,2 - 3 - 0,40.00%,/decks/electivire-a2-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Tyranitar Umbreon,1,0.01%,2 - 3 - 0,40.00%,/decks/tyranitar-a4-umbreon-a3b?game=POCKET&format=standard&set=A4a
Lucario ex Lycanroc ex,1,0.01%,2 - 3 - 0,40.00%,/decks/lucario-ex-a2b-lycanroc-ex-a3a?game=POCKET&format=standard&set=A4a
Dialga ex Snorlax ex,1,0.01%,2 - 3 - 0,40.00%,/decks/dialga-ex-a2-snorlax-ex-a3b?game=POCKET&format=standard&set=A4a
Giratina ex Weezing,1,0.01%,2 - 3 - 0,40.00%,/decks/giratina-ex-a2b-weezing-a1?game=POCKET&format=standard&set=A4a
Skarmory ex Giratina ex,1,0.01%,2 - 3 - 0,40.00%,/decks/skarmory-ex-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Decidueye ex Tsareena,1,0.01%,2 - 3 - 0,40.00%,/decks/decidueye-ex-tsareena-a3?game=POCKET&format=standard&set=A4a
Gardevoir Latias,1,0.01%,2 - 3 - 0,40.00%,/decks/gardevoir-a1-latias-a4a?game=POCKET&format=standard&set=A4a
Solgaleo ex Alolan Exeggutor,1,0.01%,2 - 3 - 0,40.00%,/decks/solgaleo-ex-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Infernape ex Meowth,1,0.01%,2 - 3 - 0,40.00%,/decks/infernape-ex-a2-meowth-a1?game=POCKET&format=standard&set=A4a
Palkia ex Vaporeon,1,0.01%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-vaporeon-a1a?game=POCKET&format=standard&set=A4a
Pikachu ex Electrode,1,0.01%,2 - 3 - 0,40.00%,/decks/pikachu-ex-electrode-a1?game=POCKET&format=standard&set=A4a
Entei ex Rayquaza ex,1,0.01%,2 - 3 - 0,40.00%,/decks/entei-ex-a4a-rayquaza-ex-p-a?game=POCKET&format=standard&set=A4a
Beedrill ex Celebi,1,0.01%,2 - 3 - 0,40.00%,/decks/beedrill-ex-a2b-celebi-a4a?game=POCKET&format=standard&set=A4a
Arceus ex Shaymin,1,0.01%,2 - 3 - 0,40.00%,/decks/arceus-ex-shaymin-a2a?game=POCKET&format=standard&set=A4a
Charizard ex Cleffa,1,0.01%,2 - 3 - 0,40.00%,/decks/charizard-ex-a2b-cleffa-a4?game=POCKET&format=standard&set=A4a
Infernape ex Blacephalon,1,0.01%,2 - 3 - 0,40.00%,/decks/infernape-ex-a2-blacephalon-a3a?game=POCKET&format=standard&set=A4a
Primarina ex Mantyke,1,0.01%,2 - 3 - 0,40.00%,/decks/primarina-ex-a3b-mantyke-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Jolteon,1,0.01%,2 - 3 - 0,40.00%,/decks/sylveon-ex-jolteon-a3b?game=POCKET&format=standard&set=A4a
Raikou ex Jumpluff ex,1,0.01%,2 - 3 - 0,40.00%,/decks/raikou-ex-jumpluff-ex-a4a?game=POCKET&format=standard&set=A4a
Alolan Dugtrio ex Dialga ex,1,0.01%,2 - 3 - 0,40.00%,/decks/alolan-dugtrio-ex-a3a-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Snorlax ex Entei ex,1,0.01%,2 - 3 - 0,40.00%,/decks/snorlax-ex-a3b-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Dusknoir Espeon ex,1,0.01%,2 - 3 - 0,40.00%,/decks/dusknoir-a2-espeon-ex-a4?game=POCKET&format=standard&set=A4a
Jolteon Oricorio,1,0.01%,2 - 3 - 0,40.00%,/decks/jolteon-a1-oricorio-a3?game=POCKET&format=standard&set=A4a
Pikachu ex Pichu,1,0.01%,2 - 3 - 0,40.00%,/decks/pikachu-ex-a1-pichu-a4?game=POCKET&format=standard&set=A4a
Marowak ex Rampardos,1,0.01%,2 - 3 - 0,40.00%,/decks/marowak-ex-a1-rampardos-a2?game=POCKET&format=standard&set=A4a
Guzzlord ex Zoroark,1,0.01%,2 - 3 - 0,40.00%,/decks/guzzlord-ex-a3a-zoroark-a4a?game=POCKET&format=standard&set=A4a
Jumpluff ex Celebi ex,1,0.01%,2 - 3 - 0,40.00%,/decks/jumpluff-ex-a4a-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Tyranitar Darkrai ex,1,0.01%,2 - 3 - 0,40.00%,/decks/tyranitar-a4-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Kingdra ex Sylveon ex,1,0.01%,2 - 3 - 0,40.00%,/decks/kingdra-ex-a4-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Charizard ex Rapidash,1,0.01%,2 - 3 - 0,40.00%,/decks/charizard-ex-rapidash-a1?game=POCKET&format=standard&set=A4a
Eevee ex Magnezone,1,0.01%,2 - 3 - 0,40.00%,/decks/eevee-ex-a3b-magnezone-a2?game=POCKET&format=standard&set=A4a
Charizard ex Blacephalon,1,0.01%,2 - 3 - 0,40.00%,/decks/charizard-ex-a1-blacephalon-a3a?game=POCKET&format=standard&set=A4a
Krookodile,1,0.01%,2 - 3 - 0,40.00%,/decks/krookodile-a3a?game=POCKET&format=standard&set=A4a
Dragonite ex Altaria,1,0.01%,2 - 3 - 0,40.00%,/decks/dragonite-ex-a3b-altaria-a4a?game=POCKET&format=standard&set=A4a
Decidueye ex Decidueye,1,0.01%,2 - 3 - 0,40.00%,/decks/decidueye-ex-a4b-decidueye-a3a?game=POCKET&format=standard&set=A4a
Espeon ex Mewtwo ex,1,0.01%,2 - 3 - 0,40.00%,/decks/espeon-ex-a4-mewtwo-ex-a1?game=POCKET&format=standard&set=A4a
Rayquaza ex Ho-Oh ex,1,0.01%,2 - 3 - 0,40.00%,/decks/rayquaza-ex-p-a-ho-oh-ex-a4?game=POCKET&format=standard&set=A4a
Typhlosion Houndoom,1,0.01%,2 - 3 - 0,40.00%,/decks/typhlosion-a4-houndoom-a2a?game=POCKET&format=standard&set=A4a
Marowak ex Primeape,1,0.01%,2 - 3 - 0,40.00%,/decks/marowak-ex-primeape-a1?game=POCKET&format=standard&set=A4a
Palkia ex Zangoose,1,0.01%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-zangoose-a4a?game=POCKET&format=standard&set=A4a
Suicune ex Articuno ex,1,0.01%,1 - 2 - 0,33.33%,/decks/suicune-ex-a4a-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Weezing Naganadel,1,0.01%,1 - 2 - 0,33.33%,/decks/weezing-a1-naganadel-a3a?game=POCKET&format=standard&set=A4a
