Deck,Count,Share,Score,Win_Percentage,Deck_links
Electrode Zapdos ex,2,0.01%,2 - 3 - 0,40.00%,/decks/electrode-a2-zapdos-ex-a1?game=POCKET&format=standard&set=A2a
Electivire Snorlax,2,0.01%,4 - 6 - 0,40.00%,/decks/electivire-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Dragonite Giratina,2,0.01%,2 - 3 - 0,40.00%,/decks/dragonite-a1-giratina-a2?game=POCKET&format=standard&set=A2a
Omastar Palkia ex,2,0.01%,4 - 6 - 0,40.00%,/decks/omastar-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Charizard ex Regirock,2,0.01%,4 - 6 - 0,40.00%,/decks/charizard-ex-a1-regirock-a2?game=POCKET&format=standard&set=A2a
Gengar ex Unown,2,0.01%,3 - 5 - 0,37.50%,/decks/gengar-ex-a1-unown-a2a?game=POCKET&format=standard&set=A2a
Pidgeot ex Leafeon ex,2,0.01%,3 - 4 - 1,37.50%,/decks/pidgeot-ex-a1a-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Greninja Flareon,2,0.01%,3 - 5 - 0,37.50%,/decks/greninja-flareon-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Vaporeon,2,0.01%,3 - 5 - 0,37.50%,/decks/leafeon-ex-a2a-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Moltres ex Arceus ex,2,0.01%,3 - 5 - 0,37.50%,/decks/moltres-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Blastoise ex Vaporeon,2,0.01%,3 - 5 - 0,37.50%,/decks/blastoise-ex-a1-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Leafeon ex Dialga ex,2,0.01%,3 - 5 - 0,37.50%,/decks/leafeon-ex-a2a-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Gengar ex Hypno,2,0.01%,4 - 7 - 0,36.36%,/decks/gengar-ex-hypno-a1?game=POCKET&format=standard&set=A2a
Venusaur ex Scyther,2,0.01%,4 - 7 - 0,36.36%,/decks/venusaur-ex-scyther-a1?game=POCKET&format=standard&set=A2a
Magnezone Dialga ex,2,0.01%,4 - 7 - 0,36.36%,/decks/magnezone-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Victreebel Exeggutor ex,2,0.01%,4 - 6 - 1,36.36%,/decks/victreebel-exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Starmie ex Vaporeon,2,0.01%,4 - 7 - 0,36.36%,/decks/starmie-ex-a1-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Yanmega ex Farfetch'd,2,0.01%,1 - 2 - 0,33.33%,/decks/yanmega-ex-a2-farfetchd-a1?game=POCKET&format=standard&set=A2a
Palkia ex Snorlax,2,0.01%,3 - 6 - 0,33.33%,/decks/palkia-ex-a2-snorlax-a1?game=POCKET&format=standard&set=A2a
Greninja Starmie ex,2,0.01%,2 - 4 - 0,33.33%,/decks/greninja-starmie-ex-a1?game=POCKET&format=standard&set=A2a
Golem Lucario,2,0.01%,3 - 6 - 0,33.33%,/decks/golem-a1-lucario-a2?game=POCKET&format=standard&set=A2a
Golduck Tentacruel,2,0.01%,3 - 6 - 0,33.33%,/decks/golduck-tentacruel-a1?game=POCKET&format=standard&set=A2a
Staraptor Sudowoodo,2,0.01%,2 - 4 - 0,33.33%,/decks/staraptor-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Alakazam Mew ex,2,0.01%,3 - 6 - 0,33.33%,/decks/alakazam-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Mismagius ex Giratina,2,0.01%,1 - 2 - 0,33.33%,/decks/mismagius-ex-giratina-a2?game=POCKET&format=standard&set=A2a
Greninja Mewtwo ex,2,0.01%,2 - 4 - 0,33.33%,/decks/greninja-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Magnezone Tauros,2,0.01%,1 - 2 - 0,33.33%,/decks/magnezone-a2-tauros-a1a?game=POCKET&format=standard&set=A2a
Marowak ex Aerodactyl ex,2,0.01%,4 - 8 - 0,33.33%,/decks/marowak-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Magnezone Uxie,2,0.01%,3 - 6 - 0,33.33%,/decks/magnezone-uxie-a2?game=POCKET&format=standard&set=A2a
Gengar ex Sigilyph,2,0.01%,2 - 4 - 0,33.33%,/decks/gengar-ex-a1-sigilyph-a1a?game=POCKET&format=standard&set=A2a
Carnivine Rotom,2,0.01%,1 - 2 - 0,33.33%,/decks/carnivine-rotom-a2a?game=POCKET&format=standard&set=A2a
Dialga ex Bronzong,2,0.01%,2 - 4 - 0,33.33%,/decks/dialga-ex-a2-bronzong-a2a?game=POCKET&format=standard&set=A2a
Melmetal Dialga ex,2,0.01%,1 - 2 - 0,33.33%,/decks/melmetal-a1-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Aerodactyl ex Primeape,2,0.01%,1 - 2 - 0,33.33%,/decks/aerodactyl-ex-a1a-primeape-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Aerodactyl ex,2,0.01%,1 - 2 - 0,33.33%,/decks/leafeon-ex-a2a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Infernape ex Spiritomb,2,0.01%,2 - 4 - 0,33.33%,/decks/infernape-ex-spiritomb-a2?game=POCKET&format=standard&set=A2a
Leafeon ex,2,0.01%,3 - 7 - 0,30.00%,/decks/leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Drapion Darkrai ex,2,0.01%,3 - 7 - 0,30.00%,/decks/drapion-darkrai-ex-a2?game=POCKET&format=standard&set=A2a
Articuno ex Glaceon ex,2,0.01%,3 - 7 - 0,30.00%,/decks/articuno-ex-a1-glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Electrode,2,0.01%,2 - 5 - 0,28.57%,/decks/wigglytuff-ex-a1-electrode-a2?game=POCKET&format=standard&set=A2a
Tyranitar Kangaskhan,2,0.01%,2 - 5 - 0,28.57%,/decks/tyranitar-a2a-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Rapidash Houndoom,2,0.01%,2 - 5 - 0,28.57%,/decks/rapidash-a1a-houndoom-a2a?game=POCKET&format=standard&set=A2a
Darkrai ex Lopunny,2,0.01%,2 - 5 - 0,28.57%,/decks/darkrai-ex-lopunny-a2?game=POCKET&format=standard&set=A2a
Aerodactyl ex Hitmonlee,2,0.01%,2 - 5 - 0,28.57%,/decks/aerodactyl-ex-a1a-hitmonlee-a1?game=POCKET&format=standard&set=A2a
Yanmega ex Manaphy,2,0.01%,2 - 5 - 0,28.57%,/decks/yanmega-ex-manaphy-a2?game=POCKET&format=standard&set=A2a
Electrode Galvantula,2,0.01%,2 - 5 - 0,28.57%,/decks/electrode-a2-galvantula-a1a?game=POCKET&format=standard&set=A2a
Gyarados Vaporeon,2,0.01%,2 - 4 - 1,28.57%,/decks/gyarados-a1-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Pidgeot ex Skarmory,2,0.01%,2 - 5 - 0,28.57%,/decks/pidgeot-ex-a1a-skarmory-a2?game=POCKET&format=standard&set=A2a
Blastoise ex Druddigon,2,0.01%,2 - 5 - 0,28.57%,/decks/blastoise-ex-a1-druddigon-a1a?game=POCKET&format=standard&set=A2a
Glaceon ex,2,0.01%,3 - 8 - 0,27.27%,/decks/glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Magnezone Primeape,2,0.01%,3 - 8 - 0,27.27%,/decks/magnezone-a2-primeape-a1?game=POCKET&format=standard&set=A2a
Machamp ex Donphan,2,0.01%,1 - 3 - 0,25.00%,/decks/machamp-ex-a1-donphan-a2a?game=POCKET&format=standard&set=A2a
Aerodactyl ex Arceus ex,2,0.01%,2 - 6 - 0,25.00%,/decks/aerodactyl-ex-a1a-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Staraptor Hitmonlee,2,0.01%,2 - 6 - 0,25.00%,/decks/staraptor-a2a-hitmonlee-a1?game=POCKET&format=standard&set=A2a
Marowak ex Rampardos,2,0.01%,2 - 6 - 0,25.00%,/decks/marowak-ex-a1-rampardos-a2?game=POCKET&format=standard&set=A2a
Rampardos Aerodactyl,2,0.01%,2 - 6 - 0,25.00%,/decks/rampardos-a2-aerodactyl-a1?game=POCKET&format=standard&set=A2a
Exeggutor Celebi ex,2,0.01%,1 - 3 - 0,25.00%,/decks/exeggutor-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Unown,2,0.01%,2 - 6 - 0,25.00%,/decks/arceus-ex-unown-a2a?game=POCKET&format=standard&set=A2a
Venusaur ex Dusknoir,2,0.01%,2 - 6 - 0,25.00%,/decks/venusaur-ex-a1-dusknoir-a2?game=POCKET&format=standard&set=A2a
Snorlax Manaphy,2,0.01%,2 - 6 - 1,22.22%,/decks/snorlax-a2a-manaphy-a2?game=POCKET&format=standard&set=A2a
Gardevoir Hypno,2,0.01%,2 - 7 - 0,22.22%,/decks/gardevoir-hypno-a1?game=POCKET&format=standard&set=A2a
Charizard ex Charizard,2,0.01%,1 - 4 - 0,20.00%,/decks/charizard-ex-charizard-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Spiritomb,2,0.01%,1 - 4 - 0,20.00%,/decks/darkrai-ex-spiritomb-a2?game=POCKET&format=standard&set=A2a
Abomasnow Palkia ex,2,0.01%,1 - 4 - 0,20.00%,/decks/abomasnow-a2a-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Golem Marshadow,2,0.01%,1 - 4 - 0,20.00%,/decks/golem-marshadow-a1a?game=POCKET&format=standard&set=A2a
Venusaur ex Serperior,2,0.01%,1 - 4 - 0,20.00%,/decks/venusaur-ex-a1-serperior-a1a?game=POCKET&format=standard&set=A2a
Gallade ex Yanmega ex,2,0.01%,1 - 4 - 0,20.00%,/decks/gallade-ex-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Staraptor Snorlax,2,0.01%,1 - 4 - 0,20.00%,/decks/staraptor-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Lucario,2,0.01%,1 - 4 - 0,20.00%,/decks/lucario-a2?game=POCKET&format=standard&set=A2a
Toxicroak Bibarel,2,0.01%,1 - 5 - 0,16.67%,/decks/toxicroak-a2a-bibarel-a2?game=POCKET&format=standard&set=A2a
Starmie ex Empoleon,2,0.01%,1 - 5 - 0,16.67%,/decks/starmie-ex-a1-empoleon-a2?game=POCKET&format=standard&set=A2a
Blastoise ex Articuno,2,0.01%,1 - 5 - 0,16.67%,/decks/blastoise-ex-articuno-a1?game=POCKET&format=standard&set=A2a
Weavile ex Weezing,2,0.01%,1 - 5 - 0,16.67%,/decks/weavile-ex-a2-weezing-a1?game=POCKET&format=standard&set=A2a
Infernape ex Persian,2,0.01%,1 - 5 - 0,16.67%,/decks/infernape-ex-a2-persian-a1?game=POCKET&format=standard&set=A2a
Zapdos ex Electivire,2,0.01%,1 - 6 - 0,14.29%,/decks/zapdos-ex-a1-electivire-a2?game=POCKET&format=standard&set=A2a
Venusaur ex Arceus ex,2,0.01%,1 - 6 - 0,14.29%,/decks/venusaur-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Kabutops Rampardos,2,0.01%,1 - 7 - 0,12.50%,/decks/kabutops-a1-rampardos-a2?game=POCKET&format=standard&set=A2a
Mew ex,2,0.01%,1 - 7 - 0,12.50%,/decks/mew-ex-a1a?game=POCKET&format=standard&set=A2a
Dialga ex Crobat,2,0.01%,1 - 8 - 0,11.11%,/decks/dialga-ex-a2-crobat-a2a?game=POCKET&format=standard&set=A2a
Yanmega ex Greninja,2,0.01%,0 - 5 - 0,0.00%,/decks/yanmega-ex-a2-greninja-a1?game=POCKET&format=standard&set=A2a
Leafeon,2,0.01%,0 - 2 - 0,0.00%,/decks/leafeon-a2?game=POCKET&format=standard&set=A2a
Garchomp Magnezone,2,0.01%,0 - 4 - 0,0.00%,/decks/garchomp-magnezone-a2?game=POCKET&format=standard&set=A2a
Glaceon ex Darkrai ex,2,0.01%,0 - 5 - 0,0.00%,/decks/glaceon-ex-a2a-darkrai-ex-a2?game=POCKET&format=standard&set=A2a
Garchomp ex Palkia ex,2,0.01%,0 - 6 - 0,0.00%,/decks/garchomp-ex-a2a-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Aerodactyl ex Farfetch'd,2,0.01%,0 - 3 - 0,0.00%,/decks/aerodactyl-ex-a1a-farfetchd-a1?game=POCKET&format=standard&set=A2a
Garchomp ex Dugtrio,2,0.01%,0 - 3 - 0,0.00%,/decks/garchomp-ex-a2a-dugtrio-a1?game=POCKET&format=standard&set=A2a
Flareon Druddigon,2,0.01%,0 - 2 - 0,0.00%,/decks/flareon-a1-druddigon-a1a?game=POCKET&format=standard&set=A2a
Leafeon ex Tyranitar,2,0.01%,0 - 2 - 1,0.00%,/decks/leafeon-ex-tyranitar-a2a?game=POCKET&format=standard&set=A2a
Dialga ex Pidgeot ex,2,0.01%,0 - 2 - 0,0.00%,/decks/dialga-ex-a2-pidgeot-ex-a1a?game=POCKET&format=standard&set=A2a
Poliwrath Druddigon,2,0.01%,0 - 2 - 0,0.00%,/decks/poliwrath-a1-druddigon-a1a?game=POCKET&format=standard&set=A2a
Dialga ex Registeel,2,0.01%,0 - 4 - 0,0.00%,/decks/dialga-ex-registeel-a2?game=POCKET&format=standard&set=A2a
Raichu Pikachu ex,2,0.01%,0 - 5 - 0,0.00%,/decks/raichu-pikachu-ex-a1?game=POCKET&format=standard&set=A2a
Arceus ex Phione,2,0.01%,0 - 6 - 0,0.00%,/decks/arceus-ex-phione-a2a?game=POCKET&format=standard&set=A2a
Kabutops Primeape,2,0.01%,0 - 4 - 0,0.00%,/decks/kabutops-primeape-a1?game=POCKET&format=standard&set=A2a
Togekiss Chatot,2,0.01%,0 - 3 - 0,0.00%,/decks/togekiss-a2-chatot-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Wigglytuff ex,2,0.01%,0 - 3 - 0,0.00%,/decks/arceus-ex-a2a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A2a
Pidgeot ex Exeggutor ex,2,0.01%,0 - 4 - 0,0.00%,/decks/pidgeot-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Honchkrow,1,0.00%,1 - 0 - 0,100.00%,/decks/darkrai-ex-honchkrow-a2?game=POCKET&format=standard&set=A2a
Cresselia ex Gardevoir,1,0.00%,1 - 0 - 0,100.00%,/decks/cresselia-ex-p-a-gardevoir-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Garchomp,1,0.00%,4 - 1 - 0,80.00%,/decks/leafeon-ex-a2a-garchomp-a2?game=POCKET&format=standard&set=A2a
Pachirisu ex Zebstrika,1,0.00%,6 - 2 - 0,75.00%,/decks/pachirisu-ex-a2-zebstrika-a1?game=POCKET&format=standard&set=A2a
Glaceon Palkia ex,1,0.00%,5 - 2 - 0,71.43%,/decks/glaceon-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Exeggutor Arceus ex,1,0.00%,5 - 2 - 0,71.43%,/decks/exeggutor-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Pachirisu ex Aerodactyl,1,0.00%,5 - 2 - 0,71.43%,/decks/pachirisu-ex-a2-aerodactyl-a1?game=POCKET&format=standard&set=A2a
Celebi ex Carnivine,1,0.00%,5 - 2 - 0,71.43%,/decks/celebi-ex-a1a-carnivine-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Celebi ex,1,0.00%,4 - 2 - 0,66.67%,/decks/arceus-ex-a2a-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Articuno ex Kingler,1,0.00%,2 - 1 - 0,66.67%,/decks/articuno-ex-kingler-a1?game=POCKET&format=standard&set=A2a
Arcanine ex Yanmega ex,1,0.00%,2 - 1 - 0,66.67%,/decks/arcanine-ex-a1-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Primeape Kabutops,1,0.00%,4 - 2 - 0,66.67%,/decks/primeape-kabutops-a1?game=POCKET&format=standard&set=A2a
Scolipede Weavile ex,1,0.00%,4 - 2 - 0,66.67%,/decks/scolipede-a1a-weavile-ex-a2?game=POCKET&format=standard&set=A2a
Lapras ex Butterfree,1,0.00%,6 - 3 - 0,66.67%,/decks/lapras-ex-p-a-butterfree-a1?game=POCKET&format=standard&set=A2a
Lumineon Abomasnow,1,0.00%,4 - 2 - 0,66.67%,/decks/lumineon-a1a-abomasnow-a2a?game=POCKET&format=standard&set=A2a
Leafeon ex Togekiss,1,0.00%,2 - 1 - 0,66.67%,/decks/leafeon-ex-a2a-togekiss-a2?game=POCKET&format=standard&set=A2a
Rampardos Regirock,1,0.00%,2 - 1 - 0,66.67%,/decks/rampardos-regirock-a2?game=POCKET&format=standard&set=A2a
Arceus ex Shaymin,1,0.00%,2 - 1 - 0,66.67%,/decks/arceus-ex-shaymin-a2a?game=POCKET&format=standard&set=A2a
Gallade ex Onix,1,0.00%,7 - 4 - 0,63.64%,/decks/gallade-ex-a2-onix-a1?game=POCKET&format=standard&set=A2a
Palkia ex Lapras,1,0.00%,5 - 3 - 0,62.50%,/decks/palkia-ex-a2-lapras-a1?game=POCKET&format=standard&set=A2a
Magnezone Magcargo,1,0.00%,5 - 3 - 0,62.50%,/decks/magnezone-magcargo-a2?game=POCKET&format=standard&set=A2a
Arceus ex Marshadow,1,0.00%,5 - 3 - 0,62.50%,/decks/arceus-ex-a2a-marshadow-a1a?game=POCKET&format=standard&set=A2a
Aerodactyl ex Arbok,1,0.00%,5 - 3 - 0,62.50%,/decks/aerodactyl-ex-a1a-arbok-a1?game=POCKET&format=standard&set=A2a
Leafeon Celebi ex,1,0.00%,5 - 2 - 1,62.50%,/decks/leafeon-a2-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Darkrai ex Dusknoir,1,0.00%,5 - 3 - 0,62.50%,/decks/darkrai-ex-dusknoir-a2?game=POCKET&format=standard&set=A2a
Darkrai ex Mew ex,1,0.00%,5 - 3 - 0,62.50%,/decks/darkrai-ex-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Leafeon ex Mewtwo ex,1,0.00%,5 - 3 - 0,62.50%,/decks/leafeon-ex-a2a-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Togekiss Clefable,1,0.00%,3 - 2 - 0,60.00%,/decks/togekiss-a2-clefable-a1?game=POCKET&format=standard&set=A2a
Tyranitar Lucario,1,0.00%,3 - 2 - 0,60.00%,/decks/tyranitar-a2a-lucario-a2?game=POCKET&format=standard&set=A2a
Rampardos Onix,1,0.00%,3 - 2 - 0,60.00%,/decks/rampardos-a2-onix-a1?game=POCKET&format=standard&set=A2a
Arceus ex Gengar,1,0.00%,3 - 2 - 0,60.00%,/decks/arceus-ex-a2a-gengar-a1?game=POCKET&format=standard&set=A2a
Dusknoir Snorlax,1,0.00%,3 - 2 - 0,60.00%,/decks/dusknoir-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Manectric Pachirisu ex,1,0.00%,3 - 2 - 0,60.00%,/decks/manectric-a2a-pachirisu-ex-a2?game=POCKET&format=standard&set=A2a
Garchomp Regirock,1,0.00%,6 - 4 - 0,60.00%,/decks/garchomp-regirock-a2?game=POCKET&format=standard&set=A2a
Leafeon ex Rampardos,1,0.00%,3 - 2 - 0,60.00%,/decks/leafeon-ex-a2a-rampardos-a2?game=POCKET&format=standard&set=A2a
Gallade ex Stonjourner,1,0.00%,3 - 2 - 0,60.00%,/decks/gallade-ex-a2-stonjourner-a1a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Omastar,1,0.00%,3 - 2 - 0,60.00%,/decks/wigglytuff-ex-omastar-a1?game=POCKET&format=standard&set=A2a
Gyarados ex Rotom,1,0.00%,6 - 4 - 0,60.00%,/decks/gyarados-ex-a1a-rotom-a2?game=POCKET&format=standard&set=A2a
Dialga ex Wormadam,1,0.00%,6 - 4 - 0,60.00%,/decks/dialga-ex-wormadam-a2?game=POCKET&format=standard&set=A2a
Togekiss Unown,1,0.00%,3 - 2 - 0,60.00%,/decks/togekiss-a2-unown-a2a?game=POCKET&format=standard&set=A2a
Blastoise ex Glaceon ex,1,0.00%,6 - 4 - 0,60.00%,/decks/blastoise-ex-a1-glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Abomasnow Mew ex,1,0.00%,3 - 2 - 0,60.00%,/decks/abomasnow-a2a-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Pidgeot ex Staraptor,1,0.00%,3 - 2 - 0,60.00%,/decks/pidgeot-ex-a1a-staraptor-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Exeggutor,1,0.00%,4 - 3 - 0,57.14%,/decks/palkia-ex-a2-exeggutor-a1a?game=POCKET&format=standard&set=A2a
Darkrai ex Leafeon ex,1,0.00%,4 - 3 - 0,57.14%,/decks/darkrai-ex-a2-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Arbok Muk,1,0.00%,4 - 3 - 0,57.14%,/decks/arbok-muk-a1?game=POCKET&format=standard&set=A2a
Crobat Toxicroak,1,0.00%,4 - 3 - 0,57.14%,/decks/crobat-toxicroak-a2a?game=POCKET&format=standard&set=A2a
Infernape ex Leafeon ex,1,0.00%,4 - 3 - 0,57.14%,/decks/infernape-ex-a2-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Tyranitar Snorlax,1,0.00%,4 - 3 - 0,57.14%,/decks/tyranitar-snorlax-a2a?game=POCKET&format=standard&set=A2a
Pidgeot ex Farfetch'd,1,0.00%,4 - 3 - 0,57.14%,/decks/pidgeot-ex-a1a-farfetchd-a1?game=POCKET&format=standard&set=A2a
Togekiss Jynx,1,0.00%,4 - 3 - 0,57.14%,/decks/togekiss-a2-jynx-a1?game=POCKET&format=standard&set=A2a
Wormadam Mew ex,1,0.00%,4 - 3 - 0,57.14%,/decks/wormadam-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Infernape ex Salazzle,1,0.00%,4 - 3 - 0,57.14%,/decks/infernape-ex-a2-salazzle-a1a?game=POCKET&format=standard&set=A2a
Magnezone Giratina,1,0.00%,4 - 3 - 0,57.14%,/decks/magnezone-a2-giratina-a2a?game=POCKET&format=standard&set=A2a
Electivire Zebstrika,1,0.00%,4 - 3 - 0,57.14%,/decks/electivire-a2-zebstrika-a1?game=POCKET&format=standard&set=A2a
Gallade ex Primeape,1,0.00%,5 - 4 - 0,55.56%,/decks/gallade-ex-a2-primeape-a1?game=POCKET&format=standard&set=A2a
Arceus ex Spiritomb,1,0.00%,5 - 4 - 0,55.56%,/decks/arceus-ex-a2a-spiritomb-a2?game=POCKET&format=standard&set=A2a
Staraptor Articuno ex,1,0.00%,5 - 3 - 1,55.56%,/decks/staraptor-a2a-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Garchomp Rampardos,1,0.00%,5 - 4 - 0,55.56%,/decks/garchomp-rampardos-a2?game=POCKET&format=standard&set=A2a
Starmie ex Lumineon,1,0.00%,1 - 1 - 0,50.00%,/decks/starmie-ex-a1-lumineon-a2?game=POCKET&format=standard&set=A2a
Lucario Primeape,1,0.00%,3 - 3 - 0,50.00%,/decks/lucario-a2-primeape-a1a?game=POCKET&format=standard&set=A2a
Mamoswine Druddigon,1,0.00%,3 - 3 - 0,50.00%,/decks/mamoswine-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Venusaur Shaymin,1,0.00%,1 - 1 - 0,50.00%,/decks/venusaur-a1-shaymin-a2?game=POCKET&format=standard&set=A2a
Pachirisu ex Raichu,1,0.00%,3 - 3 - 0,50.00%,/decks/pachirisu-ex-a2-raichu-a1?game=POCKET&format=standard&set=A2a
Nidoking Toxicroak,1,0.00%,3 - 3 - 0,50.00%,/decks/nidoking-a1-toxicroak-a2a?game=POCKET&format=standard&set=A2a
Pidgeot ex Glaceon ex,1,0.00%,3 - 3 - 0,50.00%,/decks/pidgeot-ex-a1a-glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Probopass ex Noctowl,1,0.00%,1 - 1 - 0,50.00%,/decks/probopass-ex-noctowl-a2a?game=POCKET&format=standard&set=A2a
Heatran,1,0.00%,1 - 1 - 0,50.00%,/decks/heatran-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Spiritomb,1,0.00%,2 - 2 - 0,50.00%,/decks/palkia-ex-spiritomb-a2?game=POCKET&format=standard&set=A2a
Omastar,1,0.00%,1 - 1 - 0,50.00%,/decks/omastar-a1?game=POCKET&format=standard&set=A2a
Pachirisu ex Dedenne,1,0.00%,2 - 2 - 0,50.00%,/decks/pachirisu-ex-a2-dedenne-a1a?game=POCKET&format=standard&set=A2a
Mismagius ex Swoobat,1,0.00%,3 - 3 - 0,50.00%,/decks/mismagius-ex-a2-swoobat-a1?game=POCKET&format=standard&set=A2a
Fearow Primeape,1,0.00%,1 - 1 - 0,50.00%,/decks/fearow-a1-primeape-a1a?game=POCKET&format=standard&set=A2a
Garchomp ex Glameow,1,0.00%,3 - 3 - 0,50.00%,/decks/garchomp-ex-a2a-glameow-a2?game=POCKET&format=standard&set=A2a
Bastiodon,1,0.00%,2 - 2 - 0,50.00%,/decks/bastiodon-a2?game=POCKET&format=standard&set=A2a
Gengar ex Togekiss,1,0.00%,1 - 1 - 0,50.00%,/decks/gengar-ex-a1-togekiss-a2?game=POCKET&format=standard&set=A2a
Beedrill Celebi ex,1,0.00%,4 - 4 - 0,50.00%,/decks/beedrill-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Greninja Golduck,1,0.00%,1 - 1 - 0,50.00%,/decks/greninja-golduck-a1?game=POCKET&format=standard&set=A2a
Toxicroak Heliolisk,1,0.00%,3 - 3 - 0,50.00%,/decks/toxicroak-a2-heliolisk-a1?game=POCKET&format=standard&set=A2a
Yanmega ex Pachirisu ex,1,0.00%,5 - 5 - 0,50.00%,/decks/yanmega-ex-pachirisu-ex-a2?game=POCKET&format=standard&set=A2a
Gyarados ex Regirock,1,0.00%,3 - 3 - 0,50.00%,/decks/gyarados-ex-a1a-regirock-a2?game=POCKET&format=standard&set=A2a
Infernape ex Arcanine ex,1,0.00%,3 - 3 - 0,50.00%,/decks/infernape-ex-a2-arcanine-ex-a1?game=POCKET&format=standard&set=A2a
Victreebel Arceus ex,1,0.00%,2 - 2 - 0,50.00%,/decks/victreebel-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Glaceon,1,0.00%,2 - 2 - 0,50.00%,/decks/gyarados-ex-a1a-glaceon-a2?game=POCKET&format=standard&set=A2a
Rapidash Ninetales,1,0.00%,3 - 3 - 0,50.00%,/decks/rapidash-a1a-ninetales-a1?game=POCKET&format=standard&set=A2a
Yanmega ex Rampardos,1,0.00%,2 - 2 - 0,50.00%,/decks/yanmega-ex-rampardos-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Lickilicky ex,1,0.00%,2 - 2 - 0,50.00%,/decks/yanmega-ex-lickilicky-ex-a2?game=POCKET&format=standard&set=A2a
Palkia ex Snorlax,1,0.00%,4 - 3 - 1,50.00%,/decks/palkia-ex-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Medicham Hitmonlee,1,0.00%,2 - 2 - 0,50.00%,/decks/medicham-a2a-hitmonlee-a1?game=POCKET&format=standard&set=A2a
Empoleon Spiritomb,1,0.00%,3 - 3 - 0,50.00%,/decks/empoleon-spiritomb-a2?game=POCKET&format=standard&set=A2a
Arceus ex Garchomp,1,0.00%,2 - 2 - 0,50.00%,/decks/arceus-ex-a2a-garchomp-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Manectric,1,0.00%,1 - 1 - 0,50.00%,/decks/yanmega-ex-a2-manectric-a2a?game=POCKET&format=standard&set=A2a
